,Elapsed,PC9-UT,PC9-A/E,PC9-E,AXL KO-UT,AXL KO-A/E,AXL KO-E,Kdead-UT,Kdead-A/E,Kdead-E,Kin-UT,Kin-A/E,Kin-E,M4-UT,M4-A/E,M4-E,M5-UT,M5-A/E,M5-E,M7-UT,M7-A/E,M7-E,M10-UT,M10-A/E,M10-E,M11-UT,M11-A/E,M11-E,M15-UT,M15-A/E,M15-E
21,63,37.000879999999995,31.233040000000003,22.786160000000002,18.75084,16.0768,16.54591,25.01968,28.78369,14.330300000000001,33.51067,27.25216,23.515825,34.74145,26.054065,23.631045,21.64656,16.458930000000002,14.856290000000001,29.58613,29.973825,23.71667,27.379775000000002,21.260255,17.565025,22.979460000000003,17.869194999999998,16.25056,21.177065,11.283705000000001,11.939630000000001
22,66,41.504995,33.071305,23.3394,20.5118,16.202669999999998,16.374364999999997,28.110585,31.522009999999998,14.971145,39.105955,28.3169,24.482825,38.454370000000004,27.713835000000003,24.796985,24.518769999999996,17.061529999999998,15.029914999999999,33.835315,31.782345,25.1284,30.50262,22.367055,18.43995,25.93105,18.73819,17.32527,24.266175,11.696459999999998,12.120765
23,69,46.227905,35.07027,24.07709,22.6995,16.459455,16.61228,31.365455000000004,31.783455,15.347985,43.61102,30.096484999999998,25.21699,42.067645,28.594920000000002,25.442095000000002,27.766625,17.93975,15.756925,38.432505,34.057230000000004,25.994284999999998,35.856489999999994,23.647154999999998,18.959415,30.16149,20.042675000000003,18.013955,27.630604999999996,12.226880000000001,12.43824
24,72,52.87475,37.46922000000001,24.865505,25.15401,16.823935,17.007065000000004,34.41037,34.141414999999995,15.55603,47.745445000000004,30.962885,26.36881,45.95472,29.866574999999997,26.320315,31.029175000000002,18.990865,16.054100000000002,43.39346,35.691145,27.35262,39.875595000000004,24.617959999999997,19.826625,34.08161,21.214995000000002,18.89698,31.186600000000002,12.716750000000001,13.082584999999998
25,75,58.072720000000004,39.453225,25.570075000000003,28.09561,16.55557,17.7469,38.003699999999995,32.417035,15.72579,52.336945,32.81966,27.413375000000002,51.812965000000005,31.076570000000004,27.325635,34.8253,19.500155,16.611135,48.169915,37.96712,28.48105,43.607355,25.63753,20.673949999999998,39.003195000000005,22.193305000000002,19.562689999999996,35.01473,12.959935000000002,13.57414
26,78,64.51733,40.640074999999996,26.428584999999998,31.503429999999998,17.163365,18.12977,42.0262,34.571015,16.06337,57.050475000000006,33.78106,28.262215000000005,55.97001999999999,31.7641,28.46258,37.979325,20.376465,16.984655,52.5698,39.858684999999994,29.671005,48.5771,26.772095,21.599205,43.652905000000004,23.038725,20.25396,39.050200000000004,13.426155,14.32459
27,81,71.31198499999999,42.039590000000004,27.020485,34.38465,17.506,18.433065,46.324605000000005,33.223295,16.737655,63.77033,35.896345,29.299979999999998,61.675015,32.60435,29.850475,41.937704999999994,20.713459999999998,17.71234,57.584424999999996,42.063985,30.641795000000002,53.789355,28.08822,22.60801,48.683324999999996,24.395490000000002,21.307565,43.50329,14.202729999999999,14.683735
28,84,78.578835,43.54952,26.883940000000003,37.73354500000001,17.688360000000003,18.640565000000002,50.80045,34.149675,17.09962,69.09622,37.757445000000004,31.09093,65.46945,33.87336,31.114190000000004,45.42384,21.64092,18.186875,62.206489999999995,42.56501,31.810305,58.552735,29.11699,23.426625,52.59933,25.72127,22.411125,48.528999999999996,14.91759,15.22247
29,87,84.84544,45.182445,27.506864999999998,41.225375,17.750805,19.120505,55.07736,33.958065,17.81325,74.19778500000001,39.069185,32.345794999999995,69.13530499999999,35.001490000000004,32.93802,49.64661000000001,22.419510000000002,18.782040000000002,67.72197,44.84858,33.54039,62.9757,30.68253,24.582255,57.188345,26.81026,23.634369999999997,52.414825,15.441980000000001,15.936444999999999
30,90,87.325555,46.112875,27.99054,44.74374,18.023120000000002,19.520595,59.97011499999999,35.334445,18.558145,77.87639,41.048334999999994,33.46777,72.576575,36.397994999999995,33.42775,54.02921499999999,23.760095,19.14562,70.03265,47.389235,34.372285,66.208215,31.28756,25.577185,61.034285,27.623055,24.330005,55.99334,15.974820000000001,16.732590000000002
31,93,88.64146,46.53523,28.72227,47.58557999999999,18.10707,20.08483,63.697010000000006,36.78521,18.661365,79.690695,42.32287,34.80163,73.64167499999999,36.936785,34.626365,57.453050000000005,24.534455,19.580869999999997,72.33744,49.152205,35.513400000000004,68.38421500000001,32.714045,26.59655,63.425470000000004,28.57153,25.23216,59.914320000000004,16.640535,17.007485
32,96,88.328885,47.823735,28.76623,49.976965,18.484090000000002,20.5704,65.96728,36.56746,18.904359999999997,80.545275,43.18994000000001,36.601905,75.26627500000001,38.16448,35.50898,60.790185,25.05455,20.054805,74.407725,50.69155,36.741315,70.646325,33.824305,27.10425,64.605255,29.674260000000004,26.381235000000004,61.786805,17.140745,17.70373
33,99,88.43558,48.47587,30.109005,52.32585,18.556490000000004,20.39875,68.31555499999999,36.742345,19.506785,81.96454,44.500429999999994,37.28986999999999,76.04765,38.194095000000004,36.045564999999996,63.223665000000004,26.389475,20.158475,75.223885,51.791225000000004,37.4238,70.76712,34.29715,27.438605000000003,65.50656000000001,30.894460000000002,26.814130000000002,62.93177,17.660155,18.075285
34,102,88.73288,50.156985000000006,30.683609999999994,53.7686,18.9418,20.82349,70.857395,37.51985500000001,19.489055,82.87201999999999,46.06497,37.826045,75.819065,38.653800000000004,37.070229999999995,63.989895,26.821785,20.999595,75.13024,53.250434999999996,38.352355,71.567565,35.270970000000005,28.46678,65.676045,31.82595,27.996050000000004,63.67219,18.337165,18.84402
35,105,88.641975,51.4341,31.232854999999997,55.69123499999999,18.750605,21.058475,72.59412499999999,38.102354999999996,19.740165,83.52911999999999,47.368975,39.079945,76.89608,39.349205,37.88975,64.54663,27.357905000000002,21.491805,75.08869,54.326025,39.777815000000004,71.90972,36.111765000000005,29.182555,65.09846,32.48574,28.55531,65.03190000000001,18.48096,19.60234
36,108,88.88272,52.671785,31.739024999999998,56.625795000000004,18.903370000000002,21.188589999999998,72.847505,37.07352,20.41723,83.7744,48.00358,39.99191,77.58995999999999,39.945615000000004,38.68345,65.027955,28.049799999999998,21.4669,75.295125,55.420655,39.892399999999995,72.28070500000001,36.877825,30.00761,64.999645,33.49999,29.2939,64.24264500000001,18.949655,20.29808
37,111,88.967995,53.581765000000004,32.47698,58.06792,19.129855,21.61641,73.566195,38.887350000000005,20.353969999999997,84.29990000000001,49.32664,41.225545000000004,78.014535,40.321665,38.831395,65.42931999999999,28.742725,21.68985,74.634525,56.77014,41.41364,71.55313,38.310165000000005,30.963775,64.68949500000001,33.98771,30.044859999999996,64.533265,19.617075,21.10364
38,114,89.77616,53.95885,33.385245,59.146325000000004,19.094920000000002,21.89977,73.29231999999999,39.19902,21.241464999999998,84.784515,50.698655,42.575925,78.43936,40.411429999999996,38.756434999999996,66.20036999999999,29.251604999999998,22.105705,75.366875,57.8541,42.28466,72.16457,38.618790000000004,31.440585000000002,64.661795,35.391665,31.40748,64.942755,20.126175,21.188975
39,117,91.094435,55.362745000000004,35.670649999999995,59.499745000000004,19.34293,22.292925,74.07539,38.058025,21.72008,84.92294,51.8581,43.567635,78.5507,41.979365,41.2071,66.06173,30.12745,22.54452,75.73001,60.04723,43.48092,73.30713,40.733995,32.20084,65.41525,36.41383999999999,32.08627,64.99443,21.419249999999998,21.60476
40,120,91.711635,55.7491,35.891104999999996,60.571875,19.203004999999997,22.77089,74.92602,37.644724999999994,22.00527,86.018145,51.820175,44.057465,80.02016499999999,42.30592,41.13698000000001,67.47828,30.220834999999997,22.76979,76.28261499999999,60.197265,43.281455,72.62044499999999,40.565920000000006,32.261975,65.87961999999999,36.3612,32.015119999999996,65.22596,21.47888,22.058555
41,123,92.43934999999999,56.161114999999995,36.067634999999996,61.917294999999996,19.777285,22.93408,75.72837000000001,38.17313,22.149565,86.55850000000001,52.355005,44.9167,81.7158,42.857505,41.409594999999996,67.87369,31.197555,22.796855,77.50901,60.810275000000004,44.897435,73.839245,41.63229,32.45564,66.733645,37.051015,32.47485,66.48147,22.172415,22.63589
42,126,93.35844,56.663105,36.59765,62.93712,19.979135,23.138330000000003,76.04519,37.54258,22.465065000000003,87.234485,52.58889,45.15728,82.381635,43.127055,41.23451,68.54984999999999,30.827525,22.957755,78.418325,61.852630000000005,44.982575,75.091275,42.320425,33.054665,68.53952999999998,37.589085,33.24638,67.54707499999999,22.248175,23.01779
43,129,94.771275,57.400925,37.43836,64.07606,19.818984999999998,23.46855,77.85137499999999,37.49503,22.921295,88.816395,53.427735,45.548829999999995,83.147375,44.087270000000004,41.338840000000005,70.01566500000001,31.481914999999997,24.21513,79.35630499999999,61.69826499999999,45.781525,76.35632,42.53825,33.4493,70.123455,38.900234999999995,34.06477,68.77007,22.406755,23.644185
44,132,95.46001,58.278755000000004,38.37316,64.731885,20.051315000000002,23.809579999999997,78.7216,38.782875000000004,22.94137,89.47363000000001,53.879189999999994,46.212415,84.057935,43.684794999999994,41.897725,71.18453500000001,31.447865,24.1069,81.52784,62.317335,46.451125,77.619135,42.960945,33.546305000000004,71.886505,39.567975000000004,33.94469,69.930485,22.591594999999998,23.64267
45,135,96.06653,58.86634,38.669799999999995,66.25318999999999,20.09712,24.2484,79.69183,36.47261,22.663125,90.33927,54.19234,46.741595000000004,85.41063,44.029795,42.658455000000004,72.837065,32.1338,23.945675,82.762485,62.98541,47.1268,79.16557499999999,42.730795,34.624134999999995,73.386165,39.95227,35.035995,71.50930500000001,22.87653,24.163225
