,Elapsed,PC9-UT,PC9-A/E,PC9-E,AXL KO-UT,AXL KO-A/E,AXL KO-E,Kdead-UT,Kdead-A/E,Kdead-E,Kin-UT,Kin-A/E,Kin-E,M4-UT,M4-A/E,M4-E,M5-UT,M5-A/E,M5-E,M7-UT,M7-A/E,M7-E,M10-UT,M10-A/E,M10-E,M11-UT,M11-A/E,M11-E,M15-UT,M15-A/E,M15-E
10,30,8.5692945,10.843135,10.615658499999999,7.663105,6.7267265,7.44351,7.922304499999999,7.891144000000001,7.072449,10.282065,9.9375,9.8698635,8.564938,7.793733,9.0564425,8.6043685,8.248900500000001,8.5239975,8.262497,8.052495,8.144476000000001,7.7112644999999995,8.5195235,7.3652750000000005,5.3305489999999995,6.2419275,5.8039085,8.0902605,8.6854645,6.515755
11,33,9.1702145,11.494705,11.607325,7.941262500000001,7.0960775,7.60818,8.2237005,8.1430015,7.4309505,10.99086,10.62766,10.702269999999999,9.107865,8.27565,9.5158165,9.103850000000001,8.785955000000001,8.786077500000001,8.6111705,8.3433745,8.759294,8.313271499999999,9.266493,7.915475499999999,5.594767000000001,6.5071765,6.1087395,8.668064,9.208055,6.865829
12,36,9.971449499999999,12.213104999999999,12.099540000000001,8.471502000000001,7.366771,7.6887565,8.560793499999999,8.513575,7.544218500000001,11.601355,11.066324999999999,10.872255000000001,9.462154,8.4452645,9.704593,9.538885,9.373593,9.012354,9.495239,9.024728,8.997937499999999,8.939576,9.810603,8.226213,6.0759455,6.914635500000001,6.410614000000001,9.441037999999999,9.8424115,7.2511
13,39,10.901895,13.557165,13.17678,8.841128000000001,7.496482499999999,7.774134,9.3654935,8.88402,7.963402,12.613420000000001,11.87423,11.77994,10.323102,9.048576,10.154815,10.479655,9.624828,9.344897,10.328705,9.77836,9.943317,9.7638985,10.663801,8.8916895,6.569240000000001,7.393363,6.8229275000000005,10.41326,10.241666500000001,7.634027
14,42,11.58324,14.5525,13.697765,9.6902045,7.4938875,8.214454,10.045618999999999,9.140433,7.761582499999999,13.534655,12.78791,11.848505,10.997515,9.842953,10.51839,11.60159,10.4886765,10.0441285,11.193945000000001,10.655259000000001,11.06865,10.6837925,11.251715,9.3448545,7.1205815,8.000634999999999,7.3503945,11.068345,10.86344,7.845395
15,45,12.74841,15.6894,14.33054,10.196693999999999,7.643882,8.0580885,10.60502,9.297477,8.159738999999998,14.828624999999999,13.389000000000001,12.20188,11.96693,10.045862,10.99633,12.264925,10.5871915,9.8794325,12.06889,11.215465,10.88615,11.457433,11.752675,9.733642,7.583253,8.558935,7.445907,12.185095,11.3809,7.724247
16,48,13.949060000000001,17.071550000000002,14.965019999999999,10.882570000000001,7.556682,8.102463499999999,11.410915,9.6423705,8.391163,16.21896,13.899564999999999,12.924825,12.89701,10.455751,10.91869,13.361995,11.14294,10.35678,13.128855,12.055765000000001,11.189565,12.59153,12.44575,10.197133000000001,8.3451975,8.77498,7.8165495,13.354849999999999,11.779465,8.047851000000001
17,51,15.489729999999998,18.271410000000003,15.70656,11.58283,7.7205465,8.267196,12.244900000000001,10.005471,8.789226500000002,18.105915,14.735864999999999,13.499144999999999,14.02543,10.723879,11.648115,15.056239999999999,11.706355,10.658335,14.600755,12.76894,11.742865,13.95384,13.394845,10.7274405,9.004889,9.0847635,8.186496,14.780209999999999,12.23629,8.33044
18,54,17.214495,19.257735,15.962005000000001,12.195329999999998,7.7519945,7.980366,13.01448,9.9713395,8.581996499999999,20.056269999999998,15.186295000000001,13.65622,14.921615,10.998265,11.354955,15.895090000000001,12.044735,10.895655000000001,16.34292,13.382439999999999,12.10575,15.455860000000001,13.716194999999999,11.0974975,10.158460999999999,9.6335295,8.3303295,16.45273,12.548895,8.5406125
19,57,19.534055,20.736275,16.97316,13.5398,7.853180999999999,8.459208499999999,14.222505000000002,10.556638,8.866141500000001,22.32917,15.737175,14.38172,16.866255000000002,12.20237,11.70047,17.395609999999998,12.7073,11.40235,18.345375,14.500225,12.896365000000001,17.12088,14.728225,11.806474999999999,11.025549999999999,10.470817499999999,9.0718965,18.4949,13.165405,9.0598025
20,60,21.927145000000003,21.96358,17.77804,14.308584999999999,7.8368795,8.257894499999999,15.321860000000001,10.6662045,9.140645500000002,24.88236,16.494905,14.824595,18.68345,12.141919999999999,12.094999999999999,19.08444,13.15672,11.517724999999999,20.49745,14.884505,13.35069,19.20832,15.517244999999999,12.143025000000002,12.12774,10.5699445,9.427862999999999,20.347540000000002,13.450914999999998,9.119550499999999
21,63,25.11918,23.389305,18.75749,15.135000000000002,7.959886,8.554727,17.175955000000002,10.82268,9.464276,28.057155,17.329425,14.84929,20.931815,12.66738,13.09512,21.69671,13.689095,12.01728,23.043455,15.95656,14.17338,21.51047,16.5345,12.895225,13.464415000000002,11.33336,9.9012525,22.640790000000003,13.77387,9.535211499999999
22,66,28.3187,24.54985,19.39117,16.699885000000002,7.989668,8.483213,18.990185,11.09599,9.4404905,31.02485,17.65773,15.20877,23.33605,12.512435,12.503125,24.138875,13.96867,12.41581,25.59573,16.656525000000002,14.664565,24.226645,17.382685000000002,13.217835000000001,15.06704,11.66893,10.214099,25.325085,14.12436,9.8972385
23,69,32.72981,25.8444,20.071804999999998,18.035075,8.216926,8.5760145,20.926865,11.295285,10.007862,35.386115000000004,18.899025,16.31149,25.76341,13.45951,13.1892,27.087035,14.797270000000001,12.649115,28.858089999999997,17.68966,15.07995,27.000230000000002,18.479640000000003,14.036215,16.66935,12.277735,10.640093,28.08441,14.65256,10.103707499999999
24,72,37.12471,27.42213,20.493409999999997,19.12413,7.827332499999999,8.364039,22.925265,11.43513,9.649714,39.79718,19.35705,16.57745,29.069480000000002,13.91705,13.22884,30.17577,14.981860000000001,13.021995,32.937715,18.427325000000003,15.73371,30.013690000000004,18.981565,14.436869999999999,18.93387,13.146685,11.17512,31.731935,15.112810000000001,10.2382165
25,75,41.710055,29.47661,21.004675,21.22771,8.1367095,8.6892475,25.551385000000003,11.988824999999999,9.9313955,44.967855,20.211435,17.31429,32.290729999999996,14.486085000000001,13.383935000000001,34.664555,15.75263,13.670175,36.99373,19.507060000000003,16.101345000000002,34.013425,20.635709999999996,14.742329999999999,21.625259999999997,13.458805000000002,11.586495,35.367110000000004,15.373935,10.6797505
26,78,46.21345,29.873025,21.447345,22.3108,7.817915,8.472929,28.268634999999996,11.943819999999999,9.957392,49.874035,20.497675,17.404685,36.345005,14.65399,13.445809999999998,38.51782,15.808,13.557659999999998,41.22587,20.167659999999998,16.965915000000003,37.808985,20.6525,15.20082,23.69195,14.12167,12.182794999999999,38.792315,16.213355,10.85089
27,81,51.735855,31.924584999999997,22.172875,24.75713,8.1156295,8.3063465,31.670885,12.06746,10.425041499999999,55.378325000000004,21.38028,17.43799,40.01906,14.94566,14.29785,43.037549999999996,16.16206,14.10685,45.87751,21.146099999999997,17.808895,42.1654,22.031605,15.8489,27.041145,14.857935000000001,12.486425,42.53022,16.823050000000002,11.489754999999999
28,84,57.613319999999995,33.950649999999996,23.18674,27.03977,8.0667265,8.8938135,35.17192,12.392610000000001,10.4596215,61.396,22.466884999999998,18.45874,44.980795,15.59936,14.880860000000002,48.2067,17.347055,14.524855,51.067605,22.38895,17.819105,47.276365,23.463455000000003,16.2671,30.58104,15.669735,12.676895000000002,47.244885,16.816785,11.361530000000002
29,87,64.229405,35.646945,24.035474999999998,29.64486,8.289062000000001,8.7069625,38.871305,12.67801,10.7621995,67.165035,23.386274999999998,19.09514,49.85406999999999,16.46368,14.883230000000001,52.472955,17.373530000000002,14.945910000000001,56.462835,23.97298,18.298895,52.06886,24.367759999999997,17.036425,34.68792,16.725755,13.236005,51.376765,17.684125,11.94521
30,90,69.50271000000001,36.956935,24.44805,32.81532,8.15513,8.4984425,42.97851,13.02739,11.012215000000001,72.87686,23.841605,19.04007,55.068265,16.64668,14.93582,57.6695,18.098489999999998,14.905705000000001,61.81109,24.878495,18.997545000000002,55.95707,24.98412,17.851965,38.69706,17.31069,13.917365,55.246275,18.212359999999997,11.984545
31,93,75.09015,38.761835,26.003020000000003,35.894255,8.2708485,9.276805,46.883195,13.826005,11.47579,78.182915,25.809945,20.648725,59.786305,17.353524999999998,15.557144999999998,63.248005000000006,19.14046,15.842615,67.086115,26.411099999999998,20.097340000000003,62.182320000000004,26.851374999999997,18.684995,43.717929999999996,18.301775,14.395555,58.75619,18.943510000000003,12.516459999999999
32,96,78.88658,40.114955,26.111795,39.6134,7.7992165,8.6848905,52.23246,13.591660000000001,11.61986,81.96479,25.852095000000002,20.6543,64.1266,17.53535,15.940535,67.171855,19.77835,15.444105,72.65876,27.34212,20.483645,66.396615,27.709685,19.137900000000002,48.0212,18.962515000000003,15.118275,62.187920000000005,19.33578,13.259545
33,99,82.62412499999999,42.708445,27.004005,43.747434999999996,8.3529815,9.215280499999999,57.550335,14.569959999999998,11.8496,85.925355,27.865135000000002,22.300975,67.99005,18.075345,16.53623,73.68037999999999,20.672645000000003,16.708545,77.24689000000001,28.939365000000002,21.582615000000004,71.31374499999998,29.487925,20.44315,54.221075,20.33892,16.044565,65.22806,20.4035,13.250495
34,102,85.15327500000001,43.56053,27.372205,47.29929,8.3427115,9.063019,62.68545,14.774085,12.684575,88.48306500000001,28.690144999999998,22.503635,71.493795,19.354295,17.32901,77.38401,21.19422,16.864815,80.38090500000001,30.19448,22.536414999999998,75.545225,29.971615,20.567205,59.481899999999996,21.081210000000002,16.38139,67.52105499999999,21.047775,13.448425
35,105,87.73158000000001,45.646335,28.516455,52.25465,8.8163915,9.285948999999999,67.49841,15.660755,12.56803,90.35639,29.973444999999998,23.850245,75.2716,19.420185,17.872085,81.43389,22.470585,17.58898,83.16,32.30858,23.737835,78.50851,32.798305,22.125225,65.02569,22.50523,16.93061,70.2807,21.745109999999997,14.08456
36,108,89.61528,47.59376,28.725839999999998,55.614104999999995,8.379145000000001,9.2265785,71.312285,16.14798,13.25431,92.47793000000001,30.85539,24.425275,78.14756,20.642519999999998,18.548569999999998,83.21072000000001,23.56796,18.531195,86.0978,33.58632,25.031465,80.7579,33.751155,22.379624999999997,69.795285,23.665475,17.728305,72.491015,21.983655,14.3486
37,111,91.70397,49.762915,29.797765,60.22909,8.9015645,9.219806,75.413935,16.461045,13.49237,94.04425499999999,32.465055,26.059714999999997,80.573665,20.99964,19.303919999999998,85.43213,23.960214999999998,18.575795,88.80113,35.74802,25.588169999999998,83.40578,35.69252,24.06993,73.843065,24.95181,18.606655,74.304315,23.32721,14.746190000000002
38,114,93.271875,50.27114,30.531955000000004,64.11385,8.479961499999998,9.525733500000001,78.625085,17.161704999999998,14.260359999999999,95.373025,33.674685,26.93036,82.949565,21.88986,19.5491,87.20313999999999,24.75511,18.56503,90.17768,37.021195,26.8123,85.244025,37.14158,24.18353,77.91273,26.183680000000003,18.7997,76.02139,23.93808,15.379059999999999
39,117,94.169435,51.333605000000006,30.767585000000004,67.920945,8.543747500000002,9.684657999999999,80.81759500000001,17.350540000000002,14.629285,96.55060499999999,35.504435,28.283375,85.35541,23.39029,21.033095,88.84358499999999,25.707185,20.182555,91.506585,38.006375,27.245005000000003,86.43291500000001,39.20241,25.700755,80.35397,27.50618,20.11855,77.67969500000001,25.123980000000003,15.88449
40,120,95.162515,51.34949999999999,31.736870000000003,71.18446499999999,8.524822499999999,9.593772000000001,82.92277000000001,17.922539999999998,15.079740000000001,97.413195,36.50883,29.532030000000002,87.338455,23.95967,20.987195,90.50742500000001,26.64707,20.571799999999996,92.28044,39.693595,28.651555000000002,88.17509000000001,40.557045,26.783105,82.31333000000001,28.887285,20.84067,78.94278,25.719625,15.82432
41,123,96.158575,53.510435,32.123,73.50592499999999,8.625204499999999,9.597675,84.61399,18.38167,15.117415,98.22028499999999,38.26875,31.068540000000002,88.76822999999999,24.550179999999997,22.23403,92.188045,27.24009,20.854799999999997,93.653725,41.104825000000005,29.731425,89.79523499999999,42.592895,28.027435,83.62589500000001,30.19327,21.65439,80.273675,26.829015000000002,16.64362
42,126,96.74523,53.82483,32.581655,75.52477999999999,8.934814999999999,9.5216625,85.589525,19.17832,15.803015,98.53952999999998,39.67254,31.77386,90.21766,25.69875,22.67787,92.850115,28.134655,20.975645,94.598045,42.291709999999995,30.282105,90.384285,43.336265,28.08205,83.93314000000001,30.983590000000003,22.643795,81.80855,27.48347,16.773355
43,129,97.57045,55.90816,33.34195,77.925785,9.1185935,10.08,86.888115,19.6388,16.624175,98.98451,41.116150000000005,33.381744999999995,91.896235,26.406924999999998,23.50863,94.278595,29.0069,22.192615,95.46785,44.50445,31.977955,92.09221500000001,45.304545,30.40729,85.765715,32.563494999999996,23.313935,82.770855,28.531175,17.916829999999997
44,132,97.88086,56.512415000000004,34.0178,78.75801000000001,9.0805015,10.3621,88.430435,19.81783,16.71331,99.27625499999999,42.12482,34.18661,93.034865,26.966469999999997,24.28602,94.926605,30.535154999999996,22.28358,96.38538,45.673305,33.352445,92.71605,46.467555,30.90195,86.655475,33.63802,24.132175,83.73361,28.838720000000002,18.01092
45,135,98.286855,58.10599499999999,35.194455000000005,80.17315500000001,9.3626185,10.445038499999999,89.88155,20.758515000000003,17.627634999999998,99.49462,43.539705,36.07211,93.94977,27.902745000000003,24.82068,95.69428500000001,31.894865000000003,23.45599,97.03643,46.99691,34.331515,93.66515,48.259784999999994,32.313984999999995,88.05914999999999,34.999449999999996,24.907355000000003,84.82316,29.95715,18.413040000000002
