,#Clusters,#Components,GMMweights,mean_test_scores,mean_train_scores
148,8,1,0.5,-1.9724741879802277,-0.8974152429378136
134,7,3,20,-1.9725131358322665,-0.26731581762057166
42,4,3,0.0,-1.9733008732386965,-0.6052646424780135
344,14,1,1,-1.9746679180690068,-0.7863066791357451
48,4,1,0.25,-1.9749612791141022,-0.9057177395827031
157,8,2,5,-1.9750381125615095,-0.28294508021690773
168,9,1,0.0,-1.9752468222445279,-0.9424499138953656
19,3,1,0.1,-1.9761256662093158,-1.1004140907452489
9,2,2,1,-1.9768592404026444,-0.5732597148777976
212,10,1,0.5,-1.977032885531303,-0.8815886151933291
264,12,1,0.0,-1.9775280439747265,-0.8296487285320518
269,12,2,0.1,-1.9781560907718168,-0.4142698738028952
180,9,1,0.5,-1.9794324944094228,-0.9037422445321158
328,14,1,0.0,-1.9796320503245295,-0.741082854806733
324,13,1,20,-1.980009647452308,-0.5601427160786625
95,6,4,5,-1.9804379249512227,-0.18748910731456006
96,6,1,10,-1.980470446348566,-0.7538708830473964
0,2,1,0.0,-1.981143064211247,-1.2111517134650953
225,10,2,10,-1.9822871296923366,-0.3551418106956804
226,10,3,10,-1.9825287796207012,-0.12833693317374184
103,6,4,20,-1.9829893066681887,-0.26775523357304415
220,10,1,5,-1.9847326698154528,-0.6040041549623798
256,11,1,10,-1.9855244954043247,-0.5247526059431832
344,14,1,1,-1.9859086626528182,-0.802855721500617
38,3,2,20,-1.9867302934233304,-0.6368436494954443
46,4,3,0.1,-1.9871426725805026,-0.6467515497143158
109,7,2,0.1,-1.9875884927498575,-0.46707755944235185
164,8,1,20,-1.9887521063289553,-0.6586034567179149
4,2,1,0.25,-1.990014688899326,-1.1609175495758894
42,4,3,0.0,-1.992090041546462,-0.5291692765757459
263,11,4,20,-1.9924638516429174,-0.019112659675305472
277,12,2,0.5,-1.9929913277413642,-0.3260018104448055
337,14,2,0.25,-1.9959414282732066,-0.27731752681528693
76,6,1,0.1,-1.9965182784134952,-0.994382401048305
236,11,1,0.1,-1.9972656357642395,-0.8419104161603524
20,3,2,0.1,-1.99840869432729,-0.8359843759774932
72,6,1,0.0,-1.9994540724993537,-0.9974512975248682
177,9,2,0.25,-1.9994692292328717,-0.47556168283766415
104,7,1,0.0,-1.9995592720967426,-0.9795083641271327
296,13,1,0.0,-1.9999387608909462,-0.7891488704027175
61,4,2,5,-2.0001183440348314,-0.5594172522309413
180,9,1,0.5,-2.0011623306310917,-0.8610653255885728
76,6,1,0.1,-2.0014522895213576,-0.9723773484964953
61,4,2,5,-2.003251886610616,-0.527629937643395
268,12,1,0.1,-2.003604100372518,-0.8409307423649068
252,11,1,5,-2.004406608889376,-0.6361408859337113
22,3,1,0.25,-2.004592039458527,-1.0287728962671183
152,8,1,1,-2.005405387336839,-0.856527037683303
308,13,1,0.5,-2.0056125847359505,-0.7747212855309353
141,8,2,0.1,-2.0067047967869787,-0.5182282717666244
216,10,1,1,-2.0067226018796736,-0.8424268941871891
132,7,1,20,-2.0069691574622155,-0.6566357506612676
256,11,1,10,-2.007177310806955,-0.5281140715899936
140,8,1,0.1,-2.0089544915134594,-0.8940561695417047
141,8,2,0.1,-2.0091434242370427,-0.4643502825357614
112,7,1,0.25,-2.0108978086789864,-1.0063593702115663
355,14,4,10,-2.0117849852407255,-0.009042548948242572
228,10,1,20,-2.0118015087434364,-0.6541984374151523
120,7,1,1,-2.012093497412192,-0.7860802086264824
80,6,1,0.25,-2.015407017167794,-1.009129304502561
200,10,1,0.0,-2.0161668782719557,-0.8822098730340523
16,3,1,0.0,-2.0162353829937434,-1.1276516841411575
124,7,1,5,-2.0189347321764854,-0.5535044175594824
1,2,2,0.0,-2.019170934572892,-1.0932428290542058
22,3,1,0.25,-2.021057687137235,-0.9992578602174716
16,3,1,0.0,-2.0211158294530196,-1.0818393296617708
268,12,1,0.1,-2.0212465605392897,-0.7672525645804272
2,2,1,0.1,-2.0213970394690652,-1.2715979914170772
141,8,2,0.1,-2.0227519068687596,-0.48453671354273986
242,11,3,0.25,-2.0231633005246548,-0.16303100666452933
361,15,2,0.0,-2.023305397251063,-0.27656445993092355
73,6,2,0.0,-2.0237627920921715,-0.6500462489185657
352,14,1,10,-2.0243493411420825,-0.5797666681917364
44,4,1,0.1,-2.0244934103181307,-0.9792136828716502
244,11,1,0.5,-2.024550222783905,-0.8076589575807295
260,11,1,20,-2.025013332208975,-0.6107003769158981
332,14,1,0.1,-2.025529181163597,-0.7284934712959252
0,2,1,0.0,-2.0269778415734865,-1.237599569084293
69,4,2,20,-2.0272148138948984,-0.5567358355684952
348,14,1,5,-2.0280661051094273,-0.5949705171708587
224,10,1,10,-2.0305882610675807,-0.5581212714654682
336,14,1,0.25,-2.0327145567927207,-0.8220017359476189
212,10,1,0.5,-2.0331221570490765,-0.759277624724209
228,10,1,20,-2.0335901940373926,-0.6230285795354829
137,8,2,0.0,-2.034234219267556,-0.4983639875074958
216,10,1,1,-2.035114784346093,-0.8333296176475141
300,13,1,0.1,-2.0357136415859496,-0.8393121531142336
85,6,2,0.5,-2.037381854160785,-0.5798565977664394
7,2,2,0.5,-2.0381092534014673,-0.530173193275611
175,9,4,0.1,-2.0393268658540435,-0.12461190690997631
232,11,1,0.0,-2.0395309342630052,-0.8252670419696759
252,11,1,5,-2.042554696279452,-0.5980059196754751
276,12,1,0.5,-2.0449710981484834,-0.8405341468699691
290,12,3,10,-2.0450860340952315,-0.0628261698327325
257,11,2,10,-2.046497969473188,-0.24493896626880826
228,10,1,20,-2.0480246971550096,-0.5859910294263239
316,13,1,5,-2.04859819203867,-0.6442423644282662
172,9,1,0.1,-2.0497401707243994,-0.9616885699588538
380,15,1,5,-2.049760490631872,-0.6842401804298599
116,7,1,0.5,-2.0501267919022146,-0.8748124407215876
108,7,1,0.1,-2.0564103205678816,-0.9751170603103111
22,3,1,0.25,-2.056715368088757,-1.055751666062022
377,15,2,1,-2.056920032043616,-0.2592230341351737
104,7,1,0.0,-2.057296759085449,-0.9291472627604852
104,7,1,0.0,-2.0580157325206816,-0.9588028677712283
37,3,1,20,-2.0583188041625164,-0.9742518120627827
232,11,1,0.0,-2.063239193980957,-0.8617780097759505
340,14,1,0.5,-2.0634903580083037,-0.8288038529654318
19,3,1,0.1,-2.0635462985552238,-1.0931775070787506
258,11,3,10,-2.0665801675226723,-0.09428732020392727
102,6,3,20,-2.0673832595637824,-0.21172817139919495
2,2,1,0.1,-2.0676655978362573,-1.2024003059733284
215,10,4,0.5,-2.0685548586749025,-0.1516684773200726
298,13,3,0.0,-2.0696754348307334,-0.16524722395111374
84,6,1,0.5,-2.0706080923907155,-0.9653096381070535
67,4,4,10,-2.0706517658841737,-0.453262422595903
125,7,2,5,-2.0714914403402545,-0.34788656436841897
144,8,1,0.25,-2.0720684555586315,-0.8924114852761734
176,9,1,0.25,-2.072903424500517,-0.8857495589197248
364,15,1,0.1,-2.0738492528795964,-0.7878380377038363
49,4,2,0.25,-2.074390732976169,-0.7076774701507718
304,13,1,0.25,-2.075704967355063,-0.804056331756472
230,10,3,20,-2.077444676718585,-0.0943739754281112
207,10,4,0.1,-2.0775865210376967,-0.10697907021471992
205,10,2,0.1,-2.077966476713312,-0.41965119396498396
110,7,3,0.1,-2.0791018906220646,-0.31604418494044145
195,9,4,10,-2.079185333492604,-0.029970402220657374
130,7,3,10,-2.0792663475336246,-0.14461063087374737
113,7,2,0.25,-2.0794499686411805,-0.5638761734610553
166,8,3,20,-2.0796108195587912,-0.18366594254597235
333,14,2,0.1,-2.080467454123528,-0.3295517246701236
152,8,1,1,-2.080704018580224,-0.8795922194351904
282,12,3,1,-2.0810196399020415,-0.1163760776201984
70,4,3,20,-2.081152467862795,-0.46243632941287033
244,11,1,0.5,-2.0812412764617036,-0.8006263040009886
356,14,1,20,-2.081254816000323,-0.4944538461098783
244,11,1,0.5,-2.081997071886998,-0.8084778192280726
0,2,1,0.0,-2.0820878822407574,-1.1952327193349563
350,14,3,5,-2.0839059084948954,-0.12668179132776028
232,11,1,0.0,-2.0842051259812555,-0.857553010254722
159,8,4,5,-2.084841787179598,-0.05146408855016137
268,12,1,0.1,-2.0868519608818747,-0.9084713580213085
209,10,2,0.25,-2.0877167146171725,-0.4209987519660541
269,12,2,0.1,-2.088020847572276,-0.34869987197871577
248,11,1,1,-2.0882396904794636,-0.7896554646683047
296,13,1,0.0,-2.088253305069213,-0.8170066025490378
148,8,1,0.5,-2.0884222976420848,-0.8557889153984536
349,14,2,5,-2.0885652528996443,-0.2901178916655191
340,14,1,0.5,-2.0886328653076447,-0.7513440388352906
28,3,1,1,-2.089731912369127,-0.9319318328772201
90,6,3,1,-2.0907878989689874,-0.3822706001565035
257,11,2,10,-2.0930524323935953,-0.3337991803778317
380,15,1,5,-2.0966800534012626,-0.6438431556416551
301,13,2,0.1,-2.0971986302812455,-0.31464886192799063
54,4,3,0.5,-2.097494822742751,-0.8586758034853896
6,2,1,0.5,-2.0981643670825,-1.0151149913442328
88,6,1,1,-2.098447630922378,-0.8970276321134176
388,15,1,20,-2.0984911388521317,-0.5227752548691055
364,15,1,0.1,-2.0993314230661984,-0.8060850299873772
360,15,1,0.0,-2.0994713974207375,-0.7572365060501842
30,3,3,1,-2.0996214791621166,-0.592782214487419
112,7,1,0.25,-2.100207361080805,-0.942739373987881
109,7,2,0.1,-2.100313726739863,-0.44534688770875125
316,13,1,5,-2.100448129365613,-0.7516670589698327
362,15,3,0.0,-2.100918525534441,-0.14409404671936796
177,9,2,0.25,-2.100927005275437,-0.4788755451729689
9,2,2,1,-2.1019887723379664,-0.554635927422837
140,8,1,0.1,-2.1024174034259264,-0.8236128512303442
315,13,4,1,-2.1027715217243568,-0.015156176705801447
0,2,1,0.0,-2.1038626205918667,-1.2207043260428911
368,15,1,0.25,-2.103942337312352,-0.8041208995803629
285,12,2,5,-2.104010186245648,-0.31281786901228353
37,3,1,20,-2.104454483815179,-0.9630648849620699
45,4,2,0.1,-2.1045573978821213,-0.7470290087295791
48,4,1,0.25,-2.1062552296829367,-0.9909682903059215
44,4,1,0.1,-2.1065223703793574,-1.087712569498403
341,14,2,0.5,-2.1082823213202246,-0.2600612328460868
353,14,2,10,-2.108832623550897,-0.18659334349950213
328,14,1,0.0,-2.11175347520931,-0.8063984451748281
216,10,1,1,-2.1171200103366057,-0.8961653704468812
146,8,3,0.25,-2.1180663482724587,-0.23896184164153844
359,14,4,20,-2.1180964134613607,-0.005001513108972677
56,4,1,1,-2.1191426476492334,-0.8055040053318021
186,9,3,1,-2.119775257143189,-0.23094137548264515
348,14,1,5,-2.120077552491042,-0.6319373794040296
170,9,3,0.0,-2.1223276159785565,-0.25241134586274283
230,10,3,20,-2.122812296574998,-0.11266730738889891
275,12,4,0.25,-2.1238042570231332,-0.06428441674914007
365,15,2,0.1,-2.125141171947217,-0.3503976527762524
4,2,1,0.25,-2.1253162523066713,-1.192387829935483
276,12,1,0.5,-2.1257334516192237,-0.767514117980357
245,11,2,0.5,-2.126266711797641,-0.3561703660337371
345,14,2,1,-2.12760755486565,-0.3780651439365367
126,7,3,5,-2.1285511137572066,-0.2295174812817312
238,11,3,0.1,-2.1292538604369735,-0.18892273216362077
169,9,2,0.0,-2.129562832771422,-0.5262678472383394
358,14,3,20,-2.131406515871108,-0.01791975793630891
40,4,1,0.0,-2.1315669670403796,-1.068200276802377
196,9,1,20,-2.1333269206870384,-0.698814840224114
292,12,1,20,-2.133941699728713,-0.49400878833962
284,12,1,5,-2.135317295030599,-0.6757246756520269
349,14,2,5,-2.135436053903594,-0.24382294754966086
336,14,1,0.25,-2.135515920151746,-0.7650289551985983
313,13,2,1,-2.1359390462298666,-0.35097092103193295
373,15,2,0.5,-2.1377981612201453,-0.3622615939448741
360,15,1,0.0,-2.1381394227378903,-0.6567912071694115
52,4,1,0.5,-2.1398380514901825,-1.034893862705279
9,2,2,1,-2.140227039194469,-0.5359696723525246
226,10,3,10,-2.140432274834819,-0.11400876645868202
192,9,1,10,-2.1405827137251654,-0.6537845283689049
24,3,3,0.25,-2.1424930293487785,-0.795384817059381
333,14,2,0.1,-2.1432600912724826,-0.3528405946270844
332,14,1,0.1,-2.145741906697814,-0.7966386006580628
272,12,1,0.25,-2.147367978710215,-0.8138323840299626
256,11,1,10,-2.147496592783373,-0.4813448723669882
6,2,1,0.5,-2.149385655061972,-1.0480585372364042
184,9,1,1,-2.1496458011593944,-0.8425448417874105
120,7,1,1,-2.1501400395863404,-0.8757238869080085
300,13,1,0.1,-2.1509366101406435,-0.7885246991477414
285,12,2,5,-2.15107076471875,-0.2307583714402498
276,12,1,0.5,-2.151241478814695,-0.7579729368906952
88,6,1,1,-2.151286151844669,-0.8340924544408402
4,2,1,0.25,-2.152090353619988,-1.219156474081127
245,11,2,0.5,-2.152273008548839,-0.41436348480397467
240,11,1,0.25,-2.1524459150992836,-0.8271199055578136
127,7,4,5,-2.1565217207173455,-0.13985235423719447
333,14,2,0.1,-2.1566759433466536,-0.3113667016830848
276,12,1,0.5,-2.160412575880934,-0.8172939677000678
100,6,1,20,-2.1625561612127826,-0.707548284680719
153,8,2,1,-2.1658092151453254,-0.45485963210638075
0,2,1,0.0,-2.165932273029518,-1.234317550742467
360,15,1,0.0,-2.166520670146725,-0.8180708198037873
161,8,2,10,-2.166747207088269,-0.3754481774975068
285,12,2,5,-2.1668355001898973,-0.30719533405825217
357,14,2,20,-2.169711074687287,-0.12707707523330822
117,7,2,0.5,-2.1702092993027047,-0.5114525445172208
304,13,1,0.25,-2.1708005274878026,-0.758049749923612
130,7,3,10,-2.171404018911284,-0.19182139436664258
95,6,4,5,-2.1730553332230103,-0.19732998106114844
40,4,1,0.0,-2.174987359727966,-1.0991469019325277
158,8,3,5,-2.1758071375242114,-0.19755222090264646
368,15,1,0.25,-2.17588041686379,-0.7508772413542202
60,4,1,5,-2.1759173295636276,-0.8047846594070812
373,15,2,0.5,-2.178920876152852,-0.3347063918668874
247,11,4,0.5,-2.1808529902769287,-0.03826393524671386
216,10,1,1,-2.1817924640112265,-0.8768675440905677
100,6,1,20,-2.1821115895835694,-0.7641328884797007
25,3,1,0.5,-2.1835561496995406,-1.061822556836947
339,14,4,0.25,-2.184967224604075,-0.021661045125127294
60,4,1,5,-2.1883877187611285,-0.8081668002328478
365,15,2,0.1,-2.1900257994463015,-0.3522475814840873
80,6,1,0.25,-2.1912403991199083,-0.8924799863620829
208,10,1,0.25,-2.19152225702623,-0.8748887818711525
46,4,3,0.1,-2.1933415902695685,-0.609835825840442
167,8,4,20,-2.193990974148827,-0.06512887376071012
233,11,2,0.0,-2.1944260320888365,-0.36792698682358627
88,6,1,1,-2.194629201970294,-0.9117284284598269
65,4,2,10,-2.1959533306003376,-0.6209797063504209
332,14,1,0.1,-2.1975877196243814,-0.8352052330537812
272,12,1,0.25,-2.199239577571129,-0.882513171444036
321,13,2,10,-2.1999990408937817,-0.2033679186595047
300,13,1,0.1,-2.2014119976286244,-0.806758159640171
221,10,2,5,-2.2037567364583808,-0.3171394333647794
6,2,1,0.5,-2.203777117850356,-1.0155370112839843
84,6,1,0.5,-2.2042699084872486,-0.9944756213345384
57,4,2,1,-2.206045370207333,-0.7094454897497595
148,8,1,0.5,-2.207659311637935,-0.8267066174371602
1,2,2,0.0,-2.20810484982563,-1.0239977869327828
238,11,3,0.1,-2.208110842182423,-0.23619693700695685
249,11,2,1,-2.208431841816295,-0.35572109461209866
272,12,1,0.25,-2.2090441565154335,-0.7749738497593509
68,4,1,20,-2.210277272561117,-0.7540803884985304
108,7,1,0.1,-2.2103894856457957,-0.9573232145482868
148,8,1,0.5,-2.214644945032648,-0.7791597862611168
348,14,1,5,-2.215043980709766,-0.6770707711959096
84,6,1,0.5,-2.2164336273508005,-0.9754863208099661
108,7,1,0.1,-2.218642616563981,-0.9806746598704977
372,15,1,0.5,-2.2190110745220846,-0.7917637451212746
6,2,1,0.5,-2.2201042948574314,-1.0149963524756345
341,14,2,0.5,-2.221733889571716,-0.33123131873258305
7,2,2,0.5,-2.22406995371514,-0.45284365508911606
380,15,1,5,-2.225478884540358,-0.6262713905845162
375,15,4,0.5,-2.226728824737876,-0.016277550485295982
304,13,1,0.25,-2.2286011331230493,-0.754413424577022
176,9,1,0.25,-2.229054634757984,-0.8457221891401442
372,15,1,0.5,-2.229616190271161,-0.8020852648793264
335,14,4,0.1,-2.2301943914895124,-0.020464538704284038
193,9,2,10,-2.2305878481200696,-0.31609351086199367
147,8,4,0.25,-2.2306586499040026,-0.12660090062309162
233,11,2,0.0,-2.2308960527106265,-0.4059484950328771
116,7,1,0.5,-2.231656183389611,-0.9454589515169511
199,9,4,20,-2.2316624438162855,-0.12918072453344126
133,7,2,20,-2.231722824467228,-0.35908220097897353
184,9,1,1,-2.232465382064086,-0.8945497813651673
138,8,3,0.0,-2.232717618983042,-0.3332616903391496
391,15,4,20,-2.2333844148650743,-0.006505596471369042
248,11,1,1,-2.2338787746635473,-0.7782456583718204
161,8,2,10,-2.2352769999221,-0.38660947043320676
48,4,1,0.25,-2.2360879120351393,-1.0082572999336121
280,12,1,1,-2.2376319104811597,-0.75346387176456
272,12,1,0.25,-2.2394038493792126,-0.8262507717486238
297,13,2,0.0,-2.2399972294177926,-0.435288853372429
386,15,3,10,-2.2402769760528907,-0.03669935886827635
158,8,3,5,-2.2428491127448646,-0.15488497352555838
163,8,4,10,-2.243248225825357,-0.10024065798177996
93,6,2,5,-2.2478317904420617,-0.37521215057983226
205,10,2,0.1,-2.2486255292825312,-0.4100653370060841
316,13,1,5,-2.2495058544848456,-0.7098154575123127
333,14,2,0.1,-2.2504958250345526,-0.3192111583276844
345,14,2,1,-2.2505292096729144,-0.25810969828811664
362,15,3,0.0,-2.252105379778358,-0.10904888162219314
219,10,4,1,-2.2552137902128475,-0.10009198967987486
366,15,3,0.1,-2.256847981143134,-0.10897499107356896
292,12,1,20,-2.2580886011999333,-0.46471008771929484
223,10,4,5,-2.2585963340658832,-0.09032023269849479
51,4,4,0.25,-2.2587978404765456,-0.7190415607034316
330,14,3,0.0,-2.2597307793110044,-0.13968209609136692
38,3,2,20,-2.2605589945810527,-0.6331632299475233
129,7,2,10,-2.2612369499411145,-0.3391113833706092
257,11,2,10,-2.2623040947332793,-0.21919522003283257
212,10,1,0.5,-2.2625608303804494,-0.8124768461402966
292,12,1,20,-2.2625618426388727,-0.5517846575736256
120,7,1,1,-2.2670450909059223,-0.9537998601677649
379,15,4,1,-2.270140025645289,-0.02233671783927745
208,10,1,0.25,-2.270205630048979,-0.8846164891473125
98,6,3,10,-2.2703942345221146,-0.3336651764902997
101,6,2,20,-2.2720426354427508,-0.3224344054158461
88,6,1,1,-2.2743841694865727,-0.934203180053123
260,11,1,20,-2.275308732588245,-0.5803994771960722
286,12,3,5,-2.2753425289188343,-0.12643602654437855
271,12,4,0.1,-2.2761875581799162,-0.05039146410948801
34,3,1,10,-2.2763852215912177,-0.8694182046766292
212,10,1,0.5,-2.277102774831921,-0.8123314998619358
380,15,1,5,-2.2774209369325535,-0.694139935772916
200,10,1,0.0,-2.2781756623370253,-0.986435363922475
270,12,3,0.1,-2.2783397653207884,-0.2118053235385763
147,8,4,0.25,-2.280301183401524,-0.14442398653151037
189,9,2,5,-2.280331981055612,-0.25653057678961955
269,12,2,0.1,-2.2811648434114398,-0.35252182222521494
69,4,2,20,-2.283766182453644,-0.5963247370789568
127,7,4,5,-2.2847251873102934,-0.08074514563572273
301,13,2,0.1,-2.2855391507393836,-0.34026431361309
37,3,1,20,-2.285646128039687,-0.8589353225240951
340,14,1,0.5,-2.2856821969348022,-0.702777099628997
157,8,2,5,-2.2874417957155684,-0.29148184644212816
22,3,1,0.25,-2.288097050957525,-1.0390796506307072
349,14,2,5,-2.2881962801166638,-0.30566426109110345
77,6,2,0.1,-2.290767251432609,-0.4571871558949741
126,7,3,5,-2.291130481897199,-0.1968997646292346
339,14,4,0.25,-2.2912822806177076,-0.01963958118880229
97,6,2,10,-2.2932201286695952,-0.33275159889673944
322,13,3,10,-2.294376373736724,-0.05679069582850108
310,13,3,0.5,-2.2945151232575873,-0.18694648137152375
351,14,4,5,-2.298118074213839,-0.01929602883693699
201,10,2,0.0,-2.2989564165792746,-0.43704899315916484
61,4,2,5,-2.2995321388268994,-0.5678121893250418
45,4,2,0.1,-2.2997322074665396,-0.6074841459871173
165,8,2,20,-2.299883749953111,-0.3035818829369574
226,10,3,10,-2.299940884541569,-0.16379632852781512
266,12,3,0.0,-2.3015534663405046,-0.10749802930287408
132,7,1,20,-2.301727398174064,-0.602537990284924
248,11,1,1,-2.302412985027898,-0.787816865198553
76,6,1,0.1,-2.306333199219423,-1.0046083266917736
41,4,2,0.0,-2.3065778826702132,-0.635468680007651
100,6,1,20,-2.306999360873053,-0.7162071624173846
64,4,1,10,-2.3085173060552484,-0.8225873024767297
213,10,2,0.5,-2.3092862243236283,-0.44479531599150235
172,9,1,0.1,-2.3095928014900737,-0.8968444979466259
80,6,1,0.25,-2.3101773782065553,-0.9565613761156031
356,14,1,20,-2.310265097026061,-0.5864416525574272
191,9,4,5,-2.311409436387853,-0.038158333385591145
322,13,3,10,-2.3129105788606736,-0.06333139952495687
354,14,3,10,-2.3145357787336844,-0.043092745145410685
301,13,2,0.1,-2.314896975098696,-0.34336093804868106
369,15,2,0.25,-2.3154895369472346,-0.25710000712288594
369,15,2,0.25,-2.3156385868860547,-0.2810249679107945
121,7,2,1,-2.315723514270408,-0.4497414949215599
377,15,2,1,-2.317082973806203,-0.2793878422820577
48,4,1,0.25,-2.317462529838169,-1.0496395237310778
348,14,1,5,-2.3181923306029013,-0.6732017571626021
97,6,2,10,-2.3189311106315262,-0.35619657705905927
279,12,4,0.5,-2.319016866564696,-0.09131810418587588
326,13,3,20,-2.319685526850316,-0.057607343221753156
370,15,3,0.25,-2.322057766991386,-0.13343116923872594
32,3,2,5,-2.3221332447495353,-0.589590028615685
130,7,3,10,-2.322926651491306,-0.26408949822029343
152,8,1,1,-2.323305452426493,-0.8124351568000507
250,11,3,1,-2.3249256493887747,-0.12225956818995451
109,7,2,0.1,-2.3249372553371614,-0.45715163959139776
19,3,1,0.1,-2.325875946536976,-1.0833003323135246
379,15,4,1,-2.3262864442841322,-0.021871889344060036
229,10,2,20,-2.328019495423262,-0.2987176785358676
58,4,3,1,-2.329867674924259,-0.6307586896011048
204,10,1,0.1,-2.331657135437645,-0.8607233886899545
76,6,1,0.1,-2.3343373117531194,-0.9511463894012735
133,7,2,20,-2.334977778910945,-0.3094163413856228
281,12,2,1,-2.3364118728502445,-0.3701568473947192
153,8,2,1,-2.337001912938425,-0.5020099861638069
58,4,3,1,-2.3376937910298996,-0.573757836379092
21,3,3,0.1,-2.339212571652034,-0.8179382715116789
98,6,3,10,-2.3396481287603277,-0.25665033085611555
225,10,2,10,-2.3403948994558483,-0.2745100174872663
23,3,2,0.25,-2.3411398948019233,-0.7864848507363839
41,4,2,0.0,-2.342886071588827,-0.7030031426263021
50,4,3,0.25,-2.344561998872001,-0.6397416067617056
3,2,2,0.1,-2.345487974785377,-1.0225117465640468
9,2,2,1,-2.3455378756223144,-0.5101819234939794
148,8,1,0.5,-2.347745284806785,-0.9085462614928619
176,9,1,0.25,-2.348011334222764,-0.9020152693965693
237,11,2,0.1,-2.3483485529525927,-0.43982837943269926
329,14,2,0.0,-2.3484166727499822,-0.32185399521621316
385,15,2,10,-2.3502064342021365,-0.1876008543421604
196,9,1,20,-2.35220152109721,-0.6274252666682867
72,6,1,0.0,-2.3527743739557745,-0.9900001690371361
137,8,2,0.0,-2.3539644428006445,-0.5773997017231808
273,12,2,0.25,-2.354478069715134,-0.31596720433521175
264,12,1,0.0,-2.3545134301047312,-0.831552327222935
337,14,2,0.25,-2.3571736913730614,-0.3408234147007198
106,7,3,0.0,-2.357273301186096,-0.3095085954792307
100,6,1,20,-2.3597144288169414,-0.6074073115913783
159,8,4,5,-2.3597272971266734,-0.0995500263410152
37,3,1,20,-2.3604271472567917,-0.9737588969588903
329,14,2,0.0,-2.3613711168081752,-0.3686356537691035
63,4,4,5,-2.361920133736195,-0.3065460256300591
234,11,3,0.0,-2.364756185882855,-0.1669064973306983
208,10,1,0.25,-2.3653443918079997,-0.9140636004306226
196,9,1,20,-2.3695992914660673,-0.6496916774856492
53,4,2,0.5,-2.3697250885363403,-0.8344654213410388
5,2,2,0.25,-2.37046398242236,-1.1067241948650537
225,10,2,10,-2.374495931062323,-0.25065128459849845
103,6,4,20,-2.3746176336105185,-0.2232449823684236
305,13,2,0.25,-2.3756839703645753,-0.3161097249963427
64,4,1,10,-2.376815194316751,-0.8474696668488053
140,8,1,0.1,-2.377225812532293,-0.8854089256775681
289,12,2,10,-2.3777387709829347,-0.1650049510070185
340,14,1,0.5,-2.3780280301462704,-0.7313689272210262
273,12,2,0.25,-2.378489735528325,-0.3542321238786897
39,3,3,20,-2.379672975965791,-0.5641955793647204
79,6,4,0.1,-2.3798062016735932,-0.33237501650500967
37,3,1,20,-2.380154649531523,-0.9338238390029241
64,4,1,10,-2.380315755373918,-0.9348762141363736
93,6,2,5,-2.3817456208783483,-0.45673386669505667
1,2,2,0.0,-2.386656078082728,-1.1389274065739063
274,12,3,0.25,-2.388069625356938,-0.1683384428386025
273,12,2,0.25,-2.390104832604408,-0.29072407922985993
163,8,4,10,-2.391318844270036,-0.1310573842164646
260,11,1,20,-2.393593452690372,-0.5350277169602166
85,6,2,0.5,-2.394452831472141,-0.6545259973761156
293,12,2,20,-2.394683280633521,-0.18493214026654084
25,3,1,0.5,-2.3948550988300936,-1.0347750528338007
169,9,2,0.0,-2.3967826884650973,-0.39752380503869805
347,14,4,1,-2.396783968278784,-0.023187892821049928
357,14,2,20,-2.3976003808114665,-0.1539627669626494
265,12,2,0.0,-2.3979137300625837,-0.34815349746551527
21,3,3,0.1,-2.4017413955834517,-0.7457702284403362
264,12,1,0.0,-2.401774402399267,-0.870503881543384
345,14,2,1,-2.4018473657611303,-0.2559207190573003
73,6,2,0.0,-2.402385556955144,-0.604179473990983
126,7,3,5,-2.4027401445778906,-0.234680293811515
58,4,3,1,-2.403452520804324,-0.7199148047188301
270,12,3,0.1,-2.406996155924373,-0.10294132687467987
71,4,4,20,-2.4095799133088707,-0.5403993943845299
237,11,2,0.1,-2.4140162446634146,-0.404150120081469
52,4,1,0.5,-2.414910098797341,-1.069275105716794
284,12,1,5,-2.4173436114466593,-0.5492092179333826
259,11,4,10,-2.417599705137878,-0.017055781875601708
231,10,4,20,-2.418672472491864,-0.0739118842622864
355,14,4,10,-2.418724100668212,-0.006222220771352489
310,13,3,0.5,-2.41927122630352,-0.15424473191390414
391,15,4,20,-2.41961211413488,-0.003425772797870781
65,4,2,10,-2.4214139653462756,-0.5901467479161168
81,6,2,0.25,-2.4218444107160177,-0.5827298056729334
49,4,2,0.25,-2.4220355516210668,-0.6900103342211028
369,15,2,0.25,-2.4250107876240437,-0.40090143119148175
133,7,2,20,-2.4258161133012726,-0.2853764566666033
8,2,1,1,-2.4267593500026354,-0.9773200221165657
132,7,1,20,-2.4279368150290903,-0.636449370214335
173,9,2,0.1,-2.4290096427205574,-0.42120894236795425
335,14,4,0.1,-2.429331043607642,-0.03835295142262016
122,7,3,1,-2.42937002935375,-0.326966362470838
369,15,2,0.25,-2.4304454069776393,-0.19040901553587336
28,3,1,1,-2.4326546728507115,-1.020122384763746
71,4,4,20,-2.434756507128985,-0.49403034974438115
265,12,2,0.0,-2.437926500844987,-0.4121749804042047
161,8,2,10,-2.438696015052818,-0.3745904989201242
343,14,4,0.5,-2.4401004525153405,-0.04088328979387015
236,11,1,0.1,-2.44243909296712,-0.8414309929572896
193,9,2,10,-2.4444915887695715,-0.1928580960764568
