Elapsed,PC9 UT,PC9 A/E,PC9 E,KO UT,KO A/E,KO E,KIN UT,KIN A/E,KIN E,KD UT,KD A/E,KD E,M4 UT,M4 A/E,M4 E,M5 UT,M5 A/E,M5 E,M7 UT,M7 A/E,M7 E,M10 UT,M10 A/E,M10 E,M11 UT,M11 A/E,M11 E,M15 UT,M15 A/E,M15 E
30,1,1,1,1,1,1,1.0091032,0.6316887,0.51979755,1.226329,0.71330035,0.5944397,0.7416829,0.55492575,0.49103565,1.510921,1.3004027,1.218855,1.3503345,1.00346165,1.09996835,0.7738897,0.49604745,0.5322834,1.9250195,1.1158385,1.3740205,1.6487365,1.22680775,1.0972823
33,1,1,1,1,1,1,1.06052235,0.6452293,0.57861135,1.3117735,0.7672579,0.60637165,0.74381125,0.62424505,0.53603945,1.704435,1.4279287,1.2863345,1.5790835,1.081761,1.1789282,0.94103975,0.53046235,0.58064115,2.006597,1.2242845,1.390858,1.835539,1.3424625,1.12410175
36,1,1,1,1,1,1,1.0438445,0.6512693,0.56737365,1.4292565,0.77129085,0.6474564,0.8407353,0.61560615,0.53610395,1.910993,1.60112615,1.3293015,1.7125775,1.17984215,1.2285073,0.9944546,0.54489075,0.61162255,2.143437,1.367028,1.447987,1.994809,1.5184445,1.2900643
39,1,1,1,1,1,1,1.118646,0.68235315,0.6109358,1.5782335,0.7705017,0.69047975,0.8199938,0.65761655,0.608944,1.986576,1.6459325,1.414502,1.930153,1.2099851,1.3775676,1.0508065,0.5841088,0.655841,2.351429,1.4187055,1.6047795,2.28862,1.6223684,1.43854785
42,1,1,1,1,1,1,1.10899385,0.6557044,0.60246015,1.724388,0.85176425,0.7089752,0.8042033,0.6266845,0.6284828,2.216535,1.7776663,1.5653265,2.0474425,1.3361226,1.465724,1.2215795,0.70351955,0.6474222,2.5241635,1.5050825,1.7242665,2.384436,1.69421075,1.45178105
45,1,1,1,1,1,1,1.171431,0.7296447,0.67096365,1.7928835,0.8971969,0.7238134,0.88918035,0.6721853,0.70200575,2.507038,1.899767,1.6558885,2.173777,1.45210735,1.5780473,1.334821,0.7454616,0.71041315,2.572654,1.733922,1.8344845,2.6964545,1.8062573,1.6085095
48,1,1,1,1,1,1,1.216272,0.77259215,0.7213663,1.9057465,0.93735575,0.79633465,0.89956445,0.74637225,0.76381295,2.707028,2.071716,1.770583,2.347005,1.63812865,1.6604749,1.336487,0.7988349,0.80000725,2.7665815,1.8752545,1.990594,3.0792905,1.9358851,1.668579
51,1,1,1,1,1,1,1.2365315,0.84374775,0.7899116,1.9703495,0.97484765,0.8792666,0.95530505,0.8549476,0.77569565,2.9620345,2.2341165,1.881643,2.508889,1.78032205,1.731585,1.520827,0.84683215,0.85783835,3.181575,2.1576835,2.1306815,3.4305035,2.1564918,1.8556695
54,1,1,1,1,1,1,1.292576,0.9525011,0.74877755,2.2218125,1.041602,0.90367325,1.08001565,0.97732895,0.79054515,3.096674,2.451923,2.0649515,2.749255,1.95981,1.8878315,1.5759075,0.90564965,0.9204613,3.32076,2.198487,2.1838425,3.5983595,2.4025297,1.938966
57,1,1,1,1,1,1,1.4232735,1.0199271,0.80943505,2.2986855,1.073695,0.97637265,1.20305725,1.0111745,0.86712225,3.525417,2.7468305,2.1992685,2.9817135,2.1590265,2.051297,1.600132,0.9189891,1.0044975,3.631397,2.371237,2.2669985,4.0311585,2.57814775,2.0856245
60,1,1,1,1,1,1,1.476757,1.152021,0.8660256,2.4580915,1.093507,1.0156324,1.264026,1.01284035,0.9471328,3.7081065,2.8792545,2.432851,3.2745575,2.368255,2.0603455,1.755593,0.9720475,1.0450165,3.9559655,2.6228445,2.387426,4.2840245,2.775399,2.116739
63,1,1,1,1,1,1,1.448435,1.2767135,0.92820095,2.6542165,1.2542565,1.07254955,1.261105,1.12392675,0.9994059,4.111233,3.055206,2.5379585,3.5771135,2.46351,2.2251245,1.9632585,1.1181675,1.146695,4.324575,2.8128335,2.447822,4.780516,3.0018145,2.211151
66,1,1,1,1,1,1,1.5331275,1.3821165,0.9847499,2.622389,1.29813,1.08632875,1.309804,1.2063695,1.096895,4.4021265,3.3205015,2.614452,3.7440015,2.666653,2.2637546,1.924765,1.212186,1.2037595,4.677138,3.0531915,2.6494285,5.1478155,3.20528,2.324469
69,1,1,1,1,1,1,1.6250775,1.494084,1.05754435,2.723972,1.293638,1.108159,1.4289375,1.327427,1.140112,4.513441,3.6680465,2.7563645,4.086307,2.8445925,2.4326915,2.037571,1.2680325,1.2554215,4.974986,3.3052615,2.6536965,5.680114,3.4433235,2.4638665
72,1,1,1,1,1,1,1.84027,1.622729,1.1116534,2.900144,1.3607265,1.145397,1.483377,1.4420495,1.2292245,4.9024005,3.924328,2.896604,4.6238675,3.076665,2.543979,2.092029,1.3164435,1.3990605,5.3571285,3.523702,2.926637,6.127038,3.6726485,2.6417345
74.51666667,1,1,1,1,1,1,1.845813,1.72133,1.2043321,3.0058695,1.3069095,1.1828055,1.5715525,1.448632,1.3157985,5.2135575,4.237063,3.1426875,4.810932,3.1712215,2.5914075,2.147481,1.319896,1.4116145,5.5076795,3.735765,3.0202905,6.388039,3.77949,2.606523
77.51666667,1,1,1,1,1,1,1.950731,1.7276885,1.2902651,3.1510145,1.3096185,1.226796,1.637567,1.6151755,1.44535,5.6253905,4.579778,3.3561955,5.2474295,3.387287,2.6564585,2.4524995,1.4482795,1.5133495,6.2368765,4.03021,3.1582005,6.8325915,4.2010965,2.766111
80.51666667,1,1,1,1,1,1,1.955439,1.775219,1.2760114,3.0210075,1.283068,1.1893615,1.7139845,1.7177105,1.530718,5.6356915,4.677548,3.4276355,5.630736,3.470951,2.746447,2.5801245,1.5361055,1.549942,6.544562,4.1513385,3.312254,7.209412,4.264152,2.830552
83.51666667,1,1,1,1,1,1,2.0983805,1.8883815,1.37491585,3.326174,1.359186,1.2822335,1.886587,1.772309,1.5538765,5.871747,5.0355225,3.6799865,6.1261355,3.8073,2.938072,2.7117705,1.6502425,1.572095,7.261626,4.437012,3.5555105,8.122155,4.505015,2.9692615
86.51666667,1,1,1,1,1,1,2.1259545,1.956247,1.42619845,3.4099255,1.298278,1.237074,1.970141,1.881169,1.611958,6.380902,5.185535,3.679512,6.4761575,3.9413705,3.0039275,2.8473095,1.719569,1.6064495,7.534779,4.531341,3.6376875,8.3561705,4.5340535,3.0399205
89.51666667,1,1,1,1,1,1,2.3080145,2.0947645,1.61668865,3.7362735,1.4494365,1.3165005,2.1567045,2.096388,1.627388,6.774278,5.656349,3.8257195,6.977667,4.109799,3.3099775,3.0214025,1.9407525,1.7644825,8.062218,4.711986,3.852489,8.7055815,4.86775,3.227296
92.51666667,1,1,1,1,1,1,2.389141,2.1923105,1.5752555,3.8513665,1.351598,1.303358,2.3873235,2.2988905,1.6541045,7.298336,5.9212845,3.9506505,7.1836545,4.1538015,3.3088125,3.201698,2.021727,1.751917,8.677353,4.786556,4.038378,9.053463,4.831196,3.310262
95.51666667,1,1,1,1,1,1,2.6078275,2.2728375,1.700357,4.3314145,1.4383885,1.319691,2.730509,2.309297,1.774407,7.848159,6.1455295,4.075991,7.947731,4.492514,3.5628675,3.4387895,2.174513,1.943545,9.462034,5.0685375,4.2011155,9.697824,5.21075,3.4438505
98.51666667,1,1,1,1,1,1,2.6810965,2.27588,1.5910497,4.34834,1.336001,1.3227035,2.971986,2.4678535,1.8448495,8.354541,6.3466735,4.174399,8.006463,4.4650835,3.6283055,3.600492,2.33678,2.011696,9.546938,5.1098345,4.2953455,10.37837,5.17775,3.6555345
101.5166667,1,1,1,1,1,1,3.3430605,2.571823,1.8326675,5.018856,1.449979,1.457055,3.3702405,2.5660335,1.935828,8.9724735,6.74459,4.4193435,9.1129615,4.652144,3.839605,4.129296,2.3984585,2.13805,10.4422855,5.5352655,4.5230855,11.074444,5.503578,3.762501
104.5166667,1,1,1,1,1,1,3.647525,2.6359715,1.85721,4.9612755,1.3921705,1.4395005,3.805122,2.547432,1.9350885,9.7449145,6.702917,4.574171,9.472199,4.680295,3.775302,4.3797535,2.336113,2.1605405,11.1139115,5.580174,4.656439,11.3912845,5.450387,3.747526
107.5166667,1,1,1,1,1,1,4.374499,2.6723055,2.0823465,5.8802715,1.3913245,1.510261,4.34549,2.6594485,2.111579,10.2681925,6.90394,4.769468,10.1909855,4.900864,4.029519,4.979042,2.5320285,2.152956,11.87815,5.6686755,4.81366,12.3557015,5.730153,3.964695
110.5166667,1,1,1,1,1,1,4.737754,2.752768,1.8890525,5.9810355,1.2857805,1.426855,4.7298855,2.7506205,2.057178,10.687825,6.964677,4.8676365,10.704048,4.92483,4.016267,5.1652455,2.582162,2.090648,12.45037,5.5669525,4.8871675,13.068843,5.741687,3.966805
113.5166667,1,1,1,1,1,1,5.3925595,2.919379,2.029812,6.5631185,1.355521,1.4697225,5.008305,2.821499,2.146897,11.38761,7.4459495,5.0684005,11.452641,5.216217,4.2246305,5.7087775,2.6536055,2.378309,12.98818,5.997012,5.0755755,14.2439825,6.008828,4.1251345
116.5166667,1,1,1,1,1,1,5.7002985,2.8938155,2.073078,6.7829015,1.2716405,1.3839,5.3542065,3.0417495,2.1407735,11.759485,7.604834,5.005444,11.887355,5.254949,4.1870625,5.9937645,2.707146,2.252498,13.249245,6.042554,4.938367,14.5996355,5.8178995,4.063441
119.5166667,1,1,1,1,1,1,6.193629,3.138711,2.2925735,7.441835,1.3492835,1.4386995,5.587721,3.1968415,2.2156925,12.367665,7.7995085,5.223911,12.525379,5.4665265,4.3853725,6.3200285,2.8501925,2.431295,14.035645,6.275093,5.1546445,15.382297,5.954455,4.177244
122.5166667,1,1,1,1,1,1,6.2675545,3.2674135,2.1671605,7.3013905,1.2492795,1.383873,5.775445,3.1792685,2.3362685,12.65233,7.839019,5.446969,12.7914755,5.520647,4.3923045,6.500742,2.76654,2.375035,14.308715,6.224622,5.1282425,15.6079575,5.956625,4.1456445
125.5166667,1,1,1,1,1,1,6.8813695,3.253789,2.322868,7.9994995,1.3193875,1.47928,5.941654,3.1578785,2.3148435,13.067695,8.024584,5.5704505,13.192861,5.7004195,4.610991,6.562807,3.1234635,2.5119125,14.822025,6.401564,5.3303655,16.25901,6.1357635,4.3059575
128.5166667,1,1,1,1,1,1,6.9056815,3.1630075,2.3058065,7.962729,1.2646185,1.407373,6.1046765,3.3506485,2.349266,12.891365,8.0104665,5.622435,13.4756075,5.76239,4.4998435,6.639331,3.029279,2.444411,14.945645,6.610436,5.2108675,16.53232,6.2646135,4.216177
131.5166667,1,1,1,1,1,1,7.277868,3.445198,2.3046875,8.4439345,1.358211,1.500154,6.2432425,3.3988395,2.485173,13.28069,8.2752075,5.826781,13.82236,5.99296,4.630196,6.780416,3.169977,2.6294835,15.41687,6.7522805,5.425362,16.9401,6.4060285,4.3640085
134.5166667,1,1,1,1,1,1,7.042882,3.5046645,2.288977,8.3386605,1.2242805,1.4526235,6.129724,3.3639845,2.42293,13.417155,8.0501575,5.937003,14.0842935,5.882506,4.4809985,6.769505,3.111311,2.6294155,14.988075,6.6644125,5.3630005,17.20811,6.4486825,4.3955705
137.5166667,1,1,1,1,1,1,7.4998255,3.4748515,2.293852,8.732073,1.317282,1.5733395,6.202579,3.4626465,2.5351775,13.80867,8.4034785,6.286467,14.560575,6.060674,4.604325,7.151909,3.2923015,2.7223255,15.31763,6.824722,5.463476,17.711885,6.5845775,4.522182
