Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
90,1,1,1,1,1,1,3.944641,2.284697,2.258841,5.0402535,0.85465525,0.9389077,4.6509035,1.660528,1.7226955,3.710767,1.799747,1.126647,8.0769645,4.698271,3.275597,11.440795,4.9690525,3.344817,12.16425,5.2161605,4.811816,6.8339565,2.1877655,1.89683
93,1,1,1,1,1,1,4.271789,2.3065995,2.254243,5.5586205,0.90008025,0.9165915,5.0913695,1.7836265,1.8349015,3.9708495,1.947229,1.101019,8.718908,4.9156,3.419862,12.12375,4.9942975,3.392174,13.03174,5.4236395,5.0271155,7.520897,2.245536,1.9369775
96,1,1,1,1,1,1,4.3982075,2.298886,2.420046,6.179542,0.87605315,0.92724125,5.4345855,1.7387365,1.864669,4.262608,2.060949,1.142817,9.3108175,5.146158,3.5189785,13.11563,5.119282,3.491947,14.104215,5.694493,5.107729,7.8441075,2.4100305,2.059837
99,1,1,1,1,1,1,4.7895875,2.5753135,2.488538,6.4012415,0.9043257,0.8886603,5.6265135,1.7931755,1.8885365,4.4340415,2.1067835,1.1811395,10.25102,5.263839,3.5874675,13.559055,5.1515185,3.619829,14.94291,6.021813,5.3690675,8.665027,2.511344,2.0735035
102,1,1,1,1,1,1,5.6139175,2.663508,2.478253,6.6863535,0.8930159,0.9523497,6.135851,1.8706255,1.9985235,4.8636375,2.1721345,1.2109225,11.053975,5.627739,3.723207,14.509195,5.3241325,3.912715,16.0667,6.261757,5.638055,9.46554,2.4427495,2.136619
105,1,1,1,1,1,1,6.270134,2.639044,2.5978875,7.324856,0.9810128,0.9319458,6.9211265,1.9885565,1.959605,5.2693625,2.283339,1.199643,12.53576,5.897094,3.851082,15.68918,5.4433265,3.9334375,16.81922,6.5796295,5.6995015,10.6075685,2.535955,2.130276
108,1,1,1,1,1,1,7.3205195,2.9044575,2.792096,7.989772,1.0280276,0.92310595,7.818836,2.0377565,2.0785605,6.0333575,2.2356335,1.2441155,13.861735,5.9867145,3.999748,16.612675,5.631985,4.2526375,17.758275,6.947286,5.8571745,11.553255,2.6381185,2.1694295
111,1,1,1,1,1,1,8.338637,3.1518345,2.803956,8.672307,1.0119524,0.935584,8.682949,2.234541,2.1824085,6.6175575,2.332645,1.2514755,14.77762,6.232088,4.096478,17.53414,5.698625,4.4254255,18.428685,7.1446925,6.041644,12.625545,2.7093425,2.2075925
114,1,1,1,1,1,1,9.413662,3.2851385,2.899184,9.323477,1.044618,0.9066246,9.5902225,2.4421005,2.2567165,7.331191,2.340897,1.229236,16.07303,6.710327,4.2648125,18.692255,5.778279,4.537229,19.384795,7.5256585,6.223685,13.97032,2.944256,2.264024
117,1,1,1,1,1,1,10.471923,3.562556,3.0327805,10.445337,0.95779735,0.96029385,10.30625,2.48424,2.4348845,8.1674765,2.1913395,1.1912545,17.31843,7.087271,4.498914,19.87248,6.386563,4.6084795,20.035745,7.8480985,6.275863,14.91594,3.020336,2.13885
120,1,1,1,1,1,1,11.1313605,3.5251095,3.118474,11.0284955,0.97564455,0.90892785,10.83658,2.4923665,2.424891,8.7747395,2.2614025,1.246771,17.74981,7.3020775,4.582988,19.93055,6.182042,4.466324,20.494865,7.9961985,6.1190135,15.71728,3.0453425,2.260746
123,1,1,1,1,1,1,11.87258,3.861819,3.1441745,11.666385,1.01139475,0.9069017,11.397925,2.6951605,2.380005,9.404934,2.441615,1.2799685,18.255975,7.4527535,4.9299595,20.81104,6.589353,4.511544,20.908865,8.22785,6.2530875,16.1546,3.1460415,2.3339005
126,1,1,1,1,1,1,12.48667,3.9147255,3.326314,12.336335,1.0229586,0.9016282,11.70737,2.711509,2.462899,10.0707305,2.572506,1.3139465,18.37991,7.810071,5.007121,21.142165,6.7472725,4.6258065,21.45353,8.3489985,6.2681845,16.34791,3.106447,2.3779255
129,1,1,1,1,1,1,12.766085,4.16675,3.2120215,12.94427,0.961326,0.9133174,11.811715,2.8146815,2.4116085,10.65843,2.7660885,1.2948975,18.61376,7.997371,5.1077215,21.59798,6.986189,4.978245,21.99654,8.7400285,6.538814,16.79985,3.297355,2.3985725
132,1,1,1,1,1,1,12.80118,4.201624,3.341585,13.549455,0.98504195,0.8718153,12.051775,2.771942,2.539294,11.05868,2.682925,1.337663,18.782495,8.15938,5.3732635,21.692435,7.3612095,4.9385455,22.2489,8.9799405,6.576405,16.816775,3.3274905,2.409135
135,1,1,1,1,1,1,12.68361,4.5121285,3.4126305,13.78132,1.0206482,0.8850979,11.963845,2.8813335,2.634074,11.198305,2.823931,1.4175215,18.91427,8.3978645,5.637941,22.1443,7.520005,5.1163825,22.26653,9.1548225,6.872086,17.11605,3.3750365,2.5416725
