Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
75,1,1,1,1,1,1,5.2982535,2.365732,2.744497,4.3917345,1.08251625,1.0657695,4.2492795,2.317769,1.7848935,4.3693245,2.514937,2.3945815,8.8843195,4.7972205,3.8781745,9.431241,4.462594,4.251556,10.63504,7.2995205,5.4125195,4.854145,1.401853,1.5965245
78,1,1,1,1,1,1,5.434737,2.5398515,2.9500305,4.4517665,1.0964285,1.115694,4.6363195,2.3550295,1.97052,4.66573,2.5528875,2.5042645,9.391822,5.034153,4.090192,10.25517,4.548391,4.307555,11.899805,7.6315245,5.6235355,5.251296,1.5346525,1.560383
81,1,1,1,1,1,1,5.9821735,2.5862435,3.0651315,4.899479,1.158979,1.118847,5.274636,2.5984795,1.9121425,4.8948885,2.7313515,2.477084,10.0414665,5.147319,4.1446805,11.209335,4.838222,4.410602,12.873345,8.2750045,5.9556155,5.635843,1.5489935,1.6034175
84,1,1,1,1,1,1,6.335204,2.7801295,3.265854,5.070484,1.116191,1.134167,5.404977,2.6767675,2.0161805,5.3638735,2.730194,2.5095645,10.73122,5.364784,4.374981,11.76646,5.1677645,4.561249,14.33181,8.8276315,6.085077,5.8745695,1.553945,1.681937
87,1,1,1,1,1,1,6.6005415,2.91785,3.507942,5.671479,1.084868,1.168001,5.621202,2.6462985,2.205058,5.8413495,2.9808415,2.5588705,11.83725,5.842951,4.6141625,12.45564,5.2776295,4.698153,15.648805,9.2318575,6.250026,6.604222,1.563407,1.6025375
90,1,1,1,1,1,1,6.906778,2.9995225,3.757182,5.8519045,1.097798,1.184365,5.740761,2.7640735,2.1777645,6.504088,3.119142,2.477559,12.22655,6.0175825,4.930187,12.941475,5.483755,4.949032,16.56876,9.5641035,6.4801255,6.8309215,1.635511,1.63545
93,1,1,1,1,1,1,7.107311,3.250781,3.8143905,6.0523615,1.0896905,1.1502495,6.333034,2.7720225,2.1721155,6.868421,3.242544,2.707457,12.952405,5.9498795,5.19255,14.048895,5.68428,5.41395,17.616565,9.9816255,6.567136,7.391083,1.9151895,1.7894995
96,1,1,1,1,1,1,7.3419475,3.4282575,4.0339655,6.5206945,1.065045,1.18323,6.6979775,2.91299,2.2829635,6.8758955,3.2377825,2.8075335,13.37337,6.0319465,5.1865975,15.06074,5.688795,5.3921345,18.38363,10.2592065,6.641778,7.6197065,1.9974535,1.8160765
99,1,1,1,1,1,1,8.1674235,3.611293,4.0360635,7.0425405,1.0304822,1.260767,7.4454465,3.035588,2.3278685,7.4231415,3.251858,2.9277865,14.247425,6.6214425,5.4467265,15.89656,5.8850825,5.7185055,18.612615,10.6070615,6.875341,8.3174325,2.041406,1.810825
102,1,1,1,1,1,1,8.6665615,3.7301275,3.952775,7.250532,1.04733075,1.2692355,7.90025,3.0218765,2.312211,7.893429,3.443172,3.0305915,15.12974,6.8235005,5.549386,16.38457,5.965628,5.7649205,19.09119,10.7880955,7.1380645,8.7950715,2.0303965,1.798089
105,1,1,1,1,1,1,9.5222955,3.8129645,4.3613305,7.916761,1.0341395,1.3071595,8.195119,3.387101,2.4458225,8.4959115,3.5989135,2.955395,15.812695,7.160794,5.779675,17.512075,6.266735,5.6334795,19.95473,11.1451355,7.172157,9.578608,2.0060235,1.728648
108,1,1,1,1,1,1,10.591917,3.9833395,4.4900585,8.4847305,1.0822585,1.298866,8.6310475,3.3244745,2.587348,8.952824,3.6410415,3.0406905,16.469755,7.3041595,6.102271,18.440235,6.512177,5.891919,20.98575,11.2705385,7.3656365,10.13893,1.9556515,1.8024255
111,1,1,1,1,1,1,11.326865,4.115289,4.6781515,8.866227,1.0880935,1.335129,9.3430185,3.5367005,2.7220745,9.3352735,3.7529515,3.166168,17.389065,7.5069425,6.466285,19.405015,6.555993,5.859959,22.03477,12.0889875,7.6496065,10.747675,1.9803125,1.9281345
114,1,1,1,1,1,1,11.94097,4.2439835,4.902723,9.421258,1.08859,1.293399,10.0248395,3.7168105,2.6468865,9.8741945,3.908678,3.1668545,17.794215,7.7187285,6.5731035,19.942815,6.723917,5.879293,22.47016,12.1321785,7.7436505,11.3884,1.9823235,1.7969775
117,1,1,1,1,1,1,12.610415,4.4420765,5.2178595,10.1042475,1.1845085,1.3152065,10.61597,3.6880445,2.880309,10.27572,4.017773,3.1121005,18.199395,7.8877795,6.838703,20.33778,6.7937555,5.963947,22.36356,12.250371,7.938573,11.83994,1.9958485,1.805252
120,1,1,1,1,1,1,12.88495,4.6066395,5.2451115,10.8598695,1.1909925,1.345516,10.974105,3.810559,2.972191,10.787705,4.1460765,3.231333,18.74497,8.058598,6.7796765,21.38795,6.712038,6.0573925,22.742195,12.5667695,7.9905645,12.271775,2.123405,1.8509045
123,1,1,1,1,1,1,13.172715,4.704679,5.4300515,11.10394,1.175005,1.228822,11.62092,3.7759695,3.062529,10.983565,4.107743,3.4609275,18.62602,8.1858165,6.8493675,21.65731,6.90586,6.2416685,22.96029,12.9443795,8.2475405,12.875205,2.1179645,1.88538
126,1,1,1,1,1,1,13.491985,5.0480425,5.3126135,11.530855,1.14306,1.2770015,12.03401,4.0602725,3.0258035,11.254325,4.1695465,3.4497505,18.846705,8.66547,7.0411745,21.966735,7.227446,6.329942,23.33731,12.861638,8.3215335,13.00916,2.120749,1.906573
129,1,1,1,1,1,1,13.49799,5.1354895,5.543669,11.96538,1.268431,1.292875,12.269735,4.3443295,3.3277375,11.364045,4.3022095,3.641497,19.16778,8.696251,7.195084,22.422135,7.3717715,6.4342985,23.82832,13.0646045,8.488247,13.010305,2.0811705,1.9040505
132,1,1,1,1,1,1,13.490265,5.347685,5.847477,12.41628,1.260877,1.335656,12.681695,4.399634,3.3139955,11.441725,4.432042,3.7807195,19.233875,9.1386695,7.3330205,22.61175,7.605456,6.6036145,23.921885,13.4329495,8.429521,13.226335,2.1517155,1.98084
135,1,1,1,1,1,1,13.5433,5.5197405,5.937336,12.704725,1.2653315,1.461251,12.541685,4.5499845,3.281485,11.79624,4.4419855,3.682904,19.17935,9.544694,7.5731545,22.627245,7.7436965,6.615668,24.168215,13.510319,8.4655975,13.162125,2.127859,2.0156525
