Elapsed,PC9-UT,PC9-A/E,PC9-E,AXL KO-UT,AXL KO-A/E,AXL KO-E,Kin-UT,Kin-A/E,Kin-E,Kdead-UT,Kdead-A/E,Kdead-E,M4-UT,M4-A/E,M4-E,M5-UT,M5-A/E,M5-E,M7-UT,M7-A/E,M7-E,M10-UT,M10-A/E,M10-E,M11-UT,M11-A/E,M11-E,M15-UT,M15-A/E,M15-E
30,9.2295265,8.835323,9.6057555,6.700994,6.7300445,6.114633,8.988622,7.869066,8.5727575,7.481732,7.150875,6.5623225,9.3330485,8.7516115,7.8439885,8.7448025,8.5557245,7.8393725,9.263418,8.5422105,8.8855985,8.679516,7.9115565,8.50855,8.28969,6.9977395,6.29641,14.607625,10.520577,14.742095
33,9.990637,9.4626655,10.43493,7.113929,6.992679,6.450864,9.8551615,8.44943,9.396158,7.996312,7.6495575,7.009479,10.0364935,9.1385955,8.401797,9.713401,9.5360095,8.251508,10.4632435,9.25403,9.527064,9.500628,9.0295625,8.9973705,8.567758,7.9413585,6.9940725,15.45044,11.5112815,15.61391
36,10.82248,10.1633735,11.227715,7.5237315,7.209381,6.5783775,10.471905,8.9806935,9.7689015,8.70111,7.80059,7.2638075,10.6619,9.8698515,9.0395885,10.38065,9.7329615,8.530014,11.283655,9.7106175,10.280245,9.8685705,9.3596945,9.5533965,9.394144,8.5859365,7.18625,16.706925,11.774271,15.48068
39,12.15271,11.070575,11.90302,7.891253,7.4643315,6.85312,11.59162,9.7892375,10.4814705,9.6218375,8.2641635,7.710807,11.531725,10.63256,9.7162215,11.151285,10.21501,9.359259,12.33463,10.57376,10.75648,11.0206235,10.1471,10.1777515,10.157811,8.881282,7.936414,18.43051,12.54772,16.834525
42,13.35449,11.9247,12.518345,8.9761245,7.6704675,6.9904935,13.11886,10.069679,11.0215235,10.717137,8.692976,7.767571,12.65423,10.800825,9.7174785,11.920935,10.624025,9.160586,13.35341,10.811495,11.50926,12.314095,10.1313525,11.158502,11.180028,9.2772685,8.114721,19.61932,12.751475,17.92654
45,14.611265,12.85717,13.399855,9.5874455,7.7520005,7.1346555,14.08491,11.101015,11.652575,11.85262,8.96414,8.132095,14.19299,11.86288,10.470881,13.086045,11.467125,9.5264205,14.69316,12.01933,11.989605,13.09265,11.563685,11.38178,11.565825,11.03977,8.58662,21.85564,13.472095,18.62656
48,16.25535,13.63172,14.19048,10.2311325,7.9821555,7.282677,15.787325,11.700285,11.955385,13.090145,9.2064435,8.4091585,15.294765,12.377815,10.939975,14.426055,11.790185,10.080349,16.045925,12.34857,12.67132,14.09013,12.07658,12.2827,13.09714,11.2322,9.421294,24.02397,13.81936,18.94497
51,18.240185,14.584285,15.04635,11.20202,8.2240085,7.511274,17.48826,12.696405,12.616975,14.398815,9.729267,8.775678,17.56896,12.463785,11.22015,15.716345,12.53877,10.993325,17.874765,13.24647,13.68655,15.783105,12.737245,12.945385,14.391725,11.84465,10.178595,25.904405,14.844895,20.07127
54,20.112545,15.45845,15.694545,12.213595,8.3144325,7.5380035,19.4964,13.023965,12.74347,15.67883,9.8359625,8.9473,18.71331,13.14378,11.76191,17.08013,12.991555,11.04648,19.69491,13.90258,13.899975,17.475375,13.49797,13.150145,15.647225,12.596105,9.4094805,28.78223,15.40069,20.21023
57,22.657075,16.55453,16.64157,13.354425,8.6132935,7.8331165,22.51729,13.84835,13.91172,17.220775,10.515145,9.2245405,20.894135,13.84827,12.158515,18.47892,13.668365,11.6508,21.88434,14.75373,14.559135,19.352705,14.094915,14.064735,17.375095,13.173415,10.003155,31.393195,15.58464,20.96388
60,25.74343,17.56053,17.491145,14.33753,8.8027135,7.749433,24.88545,14.39887,14.078165,18.98419,10.665835,9.363055,23.275735,14.490975,12.55567,20.375405,14.074755,11.728,23.787585,15.53282,15.18438,21.3062,14.561815,13.90041,18.688045,13.92896,10.3631485,34.32272,16.724995,21.386135
63,29.324415,18.952005,18.27588,15.563145,8.8383945,8.11787,28.57688,15.36885,14.78649,20.978455,11.315775,9.7911615,26.214285,15.307365,12.900635,23.07223,14.941205,12.392775,27.116415,17.096715,16.003425,23.76844,15.558675,15.062975,21.07788,14.92809,11.898395,38.220275,17.47096,22.28129
66,32.22556,19.82718,19.10085,17.18799,9.0166835,7.9876315,32.039825,16.04533,15.03299,23.49843,11.595965,9.9787045,29.02049,15.859825,13.26803,25.161475,15.55329,12.616295,30.09289,17.15008,16.39939,26.60198,16.146605,15.406795,23.084635,15.872755,11.30017,41.519615,17.317955,22.861365
69,36.062055,20.772695,19.9011,19.254935,9.2503685,8.64658,36.236795,16.76258,15.97232,26.43577,12.12814,10.2249515,32.771915,16.679485,13.979695,28.9637,15.76089,12.764335,33.76,18.094445,16.95016,30.04566,17.258245,16.041055,26.52612,16.43155,11.983355,45.94551,18.57611,23.869015
72,40.796515,21.909275,20.653265,21.20566,9.5061455,8.3440635,40.15775,17.44084,16.12539,29.41583,12.449295,10.422245,35.364255,17.128765,14.14852,31.739335,16.63682,14.03612,36.828255,18.872185,17.480175,34.12269,17.832165,16.45473,28.19821,17.048845,13.00697,50.396945,18.40781,24.24697
75,46.42744,22.88673,21.695835,23.338615,9.956095,8.6392255,45.918995,18.68357,17.20725,33.07864,13.089695,11.098865,39.75672,18.603685,14.993925,35.408765,17.954125,14.004315,41.21183,20.49881,18.288195,37.74456,18.914295,17.107195,32.938755,18.420285,13.41688,55.84933,19.33678,25.30458
78,51.99655,24.08227,22.09794,25.31632,9.6600105,8.5985985,50.776535,18.769815,17.631835,35.9099,13.39218,11.150055,43.78095,18.93929,15.5041,39.101555,18.33682,14.064755,46.07325,20.871015,18.809115,42.443565,19.15298,17.941865,35.722995,18.350005,13.472155,60.26103,20.40954,26.02375
81,58.356815,25.294055,23.18645,28.39964,10.484217,9.064409,57.178705,20.090385,18.305215,40.730125,14.225045,11.60444,48.584675,20.337325,16.363535,43.618335,19.509025,15.13466,52.6376,22.371155,19.776645,47.99145,19.661265,18.578645,40.56799,19.70855,14.11445,65.62319,20.85496,26.76745
84,63.491065,26.19506,24.308395,31.07508,10.63249,9.243,63.027815,20.579575,19.195015,45.64219,14.66298,11.809325,54.37046,20.973005,16.332095,47.80206,20.232555,15.08389,57.74751,22.765005,20.17767,52.877825,20.76809,19.212535,46.112435,20.679785,15.37009,70.82338,21.398525,28.08179
87,68.943055,27.20608,25.45406,34.794805,10.675705,9.494736,68.850815,21.588015,19.67476,50.779395,14.99518,12.453015,59.851265,22.0918,17.282945,53.494735,21.218075,15.677685,64.2425,24.672275,20.751535,59.07614,22.29311,19.87197,50.412365,21.072,16.09733,76.899805,22.17726,29.004805
90,74.822985,28.02359,26.46215,38.217875,10.881735,9.2569385,73.92412,21.98745,20.24043,55.659055,15.682325,12.389485,64.282505,22.358645,16.703805,57.49108,21.342145,15.509685,68.72112,24.98523,21.987555,64.64706,23.03615,20.731685,55.187205,21.88457,16.77387,80.146535,22.74523,29.712785
93,81.55688,29.37309,26.98796,42.981245,11.607095,9.559797,79.42022,23.271695,21.17526,60.895245,16.564525,13.461095,70.043085,23.85967,18.41311,63.61312,22.352205,16.63141,75.084815,26.88097,23.184055,71.32283,24.743845,22.143115,62.55879,22.937995,17.56405,85.06761,24.08367,31.49686
96,85.38082,30.018465,27.800805,47.24452,11.27957,9.516579,83.593965,23.650365,21.947,66.079215,17.03557,13.73543,75.157655,25.220755,18.665315,68.060695,22.95908,16.85609,79.532755,27.992725,23.29563,75.762915,25.59083,21.948235,67.567695,24.75895,17.74539,87.726435,24.726775,31.744665
99,89.650835,31.89512,28.94087,52.221855,12.18297,10.356005,87.183935,25.20811,22.622935,72.770145,17.667925,14.432675,80.69493,26.36484,19.090535,73.843155,24.125485,17.45018,84.554045,29.701325,24.879975,81.71005,26.92578,23.646245,73.99517,26.19293,18.965945,90.682955,25.91251,33.06885
102,91.78748,32.73098,29.555045,56.526255,12.5449,10.2688405,89.93994,26.33869,23.10574,76.95122,18.02833,14.35007,83.75115,27.729435,19.38135,77.93,24.37579,17.614055,87.815205,30.91779,25.95897,84.92218,27.828635,24.41279,77.63957,27.84108,19.76195,91.87104,26.72788,34.67526
105,93.943245,34.87942,30.936525,61.797735,13.197425,11.239195,92.831755,27.350815,24.89447,81.878385,19.385215,15.650485,87.387155,28.608605,20.5272,82.31011,26.138815,19.24228,91.026575,31.956915,27.48104,89.073475,29.101385,25.709215,83.606455,29.631075,20.63195,93.984885,27.96042,35.425855
108,94.96472,35.351965,31.594335,65.55437,12.75223,10.9994185,94.985,28.346285,25.28367,84.17553,20.09463,15.929895,90.408205,29.14341,20.84765,85.47983,27.436915,19.60303,92.71448,33.617585,28.149085,91.26573,30.62382,25.895645,86.07594,30.167935,22.084795,95.159715,28.790665,36.998535
111,96.543115,37.16066,32.91262,70.67716,14.001745,11.921628,96.948895,31.051175,26.610805,87.82188,20.763375,16.965045,91.98526,31.597585,22.202845,88.450235,28.605755,20.294885,94.7261,35.123335,30.29926,94.00092,32.48937,28.04225,89.23159,32.41287,22.333945,96.420275,30.08523,38.37157
114,97.71234,38.593975,33.816825,74.748075,13.658795,11.3672895,97.41151,31.839305,27.072725,89.88108,21.69779,17.31,93.89307,31.6874,22.71296,90.994275,29.36672,20.771405,96.02017,37.38831,30.67881,95.240785,33.474805,28.43175,90.50543,32.68669,22.83869,97.154315,31.22594,39.73297
117,98.48626,39.43987,35.146355,78.87157,14.34432,12.405785,98.35603,33.26989,27.73445,92.430515,22.87194,18.65385,95.714985,33.589295,23.624055,92.990125,31.11691,21.85658,97.21683,38.718055,32.693645,96.56591,34.86465,30.195605,92.58859,34.95432,24.030775,97.92193,31.84682,41.4727
120,98.796755,40.710375,34.90982,82.387855,13.970815,11.5657035,98.75717,34.2034,29.01594,94.23134,23.145585,18.959795,96.66455,33.955945,24.204705,94.559385,30.208085,21.86896,97.747365,40.1228,33.22423,97.49709,35.415835,31.835605,94.12061,36.191005,25.88923,98.424275,33.26521,41.92097
123,99.10755,42.67658,36.030605,85.584355,14.59779,12.690635,99.16126,35.787875,31.30895,95.82094,25.06741,20.10473,97.4593,35.839655,25.42085,96.04732,32.58758,23.163305,98.47908,42.241065,34.97133,98.01523,37.14161,32.293025,95.62402,37.81064,27.312055,98.970105,35.132435,44.024445
126,99.358745,44.64227,37.15304,87.58169,13.524565,11.99304,99.297945,37.633075,32.00451,96.19389,25.0068,20.155325,98.099845,36.579775,26.00159,97.2267,32.807795,23.514815,98.860845,43.5498,35.42767,98.35915,37.93349,33.601035,96.34204,38.43792,28.390385,99.125775,36.36051,44.96874
129,99.58829,45.29701,38.295555,90.00258,15.17109,13.99158,99.54465,40.24838,33.8846,97.36103,27.956715,21.36576,98.541505,38.785115,27.468775,97.92432,35.98224,25.54349,99.232155,45.77337,37.99692,99.028105,40.092985,35.742225,97.44113,41.60099,29.89925,99.46661,38.93531,47.47573
132,99.625515,46.981465,38.779685,91.94032,15.51228,12.73083,99.66231,41.130465,34.149685,98.05788,27.92344,21.68112,98.819495,39.99479,27.547115,98.424435,35.6175,24.68518,99.353755,47.318945,39.558115,99.26646,40.62406,36.924855,97.92802,42.435205,31.20963,99.64693,39.37129,47.70412
135,99.80889,48.072835,40.218905,93.79428,15.547935,14.010925,99.88421,42.60463,36.172715,98.91131,28.73299,22.456255,99.299845,40.600975,29.2109,98.878545,37.233965,27.000295,99.53648,49.12651,41.532855,99.41897,42.605335,37.877545,98.57561,44.58228,32.378285,99.807385,41.7862,50.33219
