Elapsed,PC9 UT,PC9 E,PC9 AF,PC9 A/E,KO UT,KO E,KO AF,KO A/E,KIN UT,KIN E,KIN AF,KIN A/E,KD UT,KD E,KD AF,KD A/E,M4 UT,M4 E,M4 AF,M4 A/E,M5 UT,M5 E,M5 AF,M5 A/E,M7 UT,M7 E,M7 AF,M7 A/E,M10 UT,M10 E,M10 AF,M10 A/E,M11 UT,M11 E,M11 AF,M11 A/E,M15 UT,M15 E,M15 AF,M15 A/E
22,0,0,0,0,0,294.7121,0,269.5592,0,0,0,0,0,340.11165,0,324.2295,0,0,0,0,0,0,0,0,0,0,0,0,0,109.7521,0,0,0,0,0,0,0,110.528,0,0
24,0,0,0,0,0,271.1211,0,288.34085,0,0,0,0,0,314.53725,0,323.1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.4141,0,0
26,0,0,0,0,0,272.7184,0,262.4914,0,0,0,0,0,307.89045,0,299.3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.90605,0,0
28,0,0,0,0,0,249.73355,0,261.23255,0,0,0,0,0,287.31265,0,274.3443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,222.27675,0,244.17525,0,0,0,0,0,266.67615,0,251.26845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,207.8925,0,239.8149,0,0,0,0,0,256.3439,0,304.5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,204.24035,0,252.08825,0,0,0,0,0,231.56495,0,252.39185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,188.50155,0,259.49405,0,0,0,0,0,132.7264,0,233.5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,181.53585,0,256.53425,0,0,0,0,0,124.2707,0,227.9054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,185.07795,0,232.15575,0,0,0,0,0,116.01545,0,110.22865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,154.7994,0,227.166,0,0,0,0,0,118.4876,0,110.3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,89.40015,0,194.42805,0,0,0,0,0,111.43985,0,92.4324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,72.32535,0,113.90035,0,0,0,0,0,108.0083,0,88.4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,67.33455,0,115.0322,0,0,0,0,0,138.65495,0,79.8105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,151.29275,0,118.8446,0,0,0,0,0,140.4638,0,74.59435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,70.4112,0,110.1366,0,0,0,0,0,148.97505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,71.74885,0,119.5888,0,0,0,0,0,153.60355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,129.15885,0,0,0,0,0,149.1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,102.0718,0,0,0,0,0,132.96595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,131.7643,0,0,0,0,0,128.8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,146.5103,0,0,0,0,0,131.61675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
