Elapsed,KIN UT,KIN E,KIN AF,KIN A/E,KD UT,KD E,KD AF,KD A/E,M4 UT,M4 E,M4 AF,M4 A/E,M5 UT,M5 E,M5 AF,M5 A/E,M7 UT,M7 E,M7 AF,M7 A/E,M10 UT,M10 E,M10 AF,M10 A/E,M11 UT,M11 E,M11 AF,M11 A/E,M15 UT,M15 E,M15 AF,M15 A/E
40,127.4118841,87.04175461,97.38017586,98.03709675,104.7774931,46.98449469,94.7710996,55.89740391,117.045055,72.18681935,103.5615381,90.01797765,113.4434228,93.19310865,108.4408632,102.1068609,110.3699214,80.5179857,111.5558605,124.2947947,104.7866237,63.36008123,109.0769513,103.3357003,101.2477901,72.01587835,107.5344683,85.35330852,106.3722906,55.76423628,106.262634,80.77818836
42,125.7538959,89.90586409,93.1969146,100.0847439,100.9045972,46.8404214,95.03356086,57.32457874,120.3361656,75.50602049,105.612897,89.31484613,110.9972046,94.0035794,113.2786248,104.0408313,102.6838983,82.40632959,117.1810129,121.3589889,107.7996055,64.16579759,110.9202315,101.2273811,97.96475496,73.15155531,109.498075,85.82630499,110.3714815,58.91419471,108.7907587,82.5050143
44,115.640095,93.70942752,96.56257774,101.4678893,99.2796616,48.15692166,96.90015403,56.82647921,118.1476265,77.35963072,110.5730813,89.79169735,112.759055,99.6189593,108.5137974,106.7629078,104.1781253,85.46497766,116.6539368,124.7425036,110.225407,66.90651221,114.4358816,101.617893,98.27711081,76.15489971,111.7583859,87.34835755,111.5767403,60.28726945,116.2151553,82.97990287
46,113.4451303,91.38432334,98.95631237,100.5751852,99.42037512,48.97250504,95.43908326,59.04884062,112.3304114,77.64955867,111.8045344,90.67298611,100.0963048,103.4699013,102.5490493,109.6341215,100.7307447,85.42685181,113.4597871,126.6389749,103.94453,68.38918865,115.2034779,102.7359559,96.50160585,76.09672851,112.5457894,87.76455818,109.5249256,61.05952581,114.0822703,83.45493065
48,114.1227031,96.25531048,100.7851779,102.3854671,102.1507794,50.8016836,94.93071126,59.72143208,118.4706616,78.96983317,105.957909,92.24443121,105.1251863,106.2612101,99.63010244,113.2634794,106.7570645,89.10253176,114.2085767,127.8036552,105.174621,69.74895727,113.6118157,100.0873771,98.96700468,78.33948069,111.8919449,86.97067459,107.6876969,61.37467588,111.9486765,84.94149354
50,114.3920739,98.6499689,96.65080728,103.4468535,99.86891076,49.67903481,96.04065034,59.04497473,117.1377709,82.60083265,110.8141566,94.60025986,105.1409831,108.8826334,102.8330528,111.9273007,106.8834045,94.16222046,113.7751454,128.2311937,105.8739243,73.31038942,110.2666951,100.8903167,96.53639141,80.8455669,114.5687285,87.30604339,111.2369252,61.64140353,112.6871525,91.63868419
52,114.2021232,100.3147013,99.31741055,105.0820232,101.3764505,51.73578759,92.99922387,61.54891526,113.1358708,81.70832201,113.4351751,105.0460152,107.7342941,109.8688934,106.5849443,114.6194922,107.328004,95.48203067,110.808304,131.3779955,107.6765847,76.63418008,111.4496549,100.9638721,96.35408396,84.19172648,113.1893287,88.1587157,111.1356855,64.0674453,115.9889326,91.95834019
54,111.8459686,102.906801,95.04449431,105.2809857,102.0511024,52.15402724,94.75665192,62.46418723,110.1800262,87.55947655,113.9267404,108.4919942,105.4647942,112.5122943,101.2155393,116.7830399,103.9072465,97.07670794,109.0150244,127.5048907,109.4083822,79.44371186,111.2551337,101.3573126,97.7713568,87.63414504,113.0937643,88.06218387,109.6289312,65.3504557,114.6629761,93.40404212
56,113.0798834,103.6082956,94.0777416,102.246312,102.1707283,50.89059313,98.08186046,66.17420401,113.3700826,89.19019865,110.2807675,109.9413398,103.8945783,113.611675,102.36384,119.4485104,105.9706727,97.981448,109.1313607,128.5848129,110.9510333,81.67428314,112.5919886,101.4063786,100.7953856,89.46834767,110.1112914,87.35754021,104.2991299,69.58094416,113.3254615,92.59932631
58,117.9416207,108.1177111,96.92353905,105.0996694,101.9381614,51.46133112,100.3623989,68.53172517,113.7508308,94.75723187,108.700957,115.7598596,102.0428468,111.8138264,103.709072,119.5343746,104.4712407,93.22550973,109.2566702,128.9947814,113.1862526,84.94181408,112.1520332,101.1825296,100.5659966,92.17187976,112.585325,85.88121438,100.6656262,72.60414089,110.0415055,93.76419013
60,117.3937723,113.8719837,92.23953016,106.9880593,104.6120773,48.93230785,101.5861277,67.40653275,112.6523286,95.49196786,113.4191496,118.120979,99.67709956,107.0754646,103.4818577,123.1188784,104.2533653,93.31858983,111.7086701,128.4634238,113.1776944,89.32484599,112.1229167,107.6723418,99.47877058,94.63915274,114.3265109,88.84151259,100.8094264,74.0520065,106.999153,98.2639587
