Elapsed,PC9 UT,PC9 E,PC9 AF,PC9 A/E,KO UT,KO E,KO AF,KO A/E,KIN UT,KIN E,KIN AF,KIN A/E,KD UT,KD E,KD AF,KD A/E,M4 UT,M4 E,M4 AF,M4 A/E,M5 UT,M5 E,M5 AF,M5 A/E,M7 UT,M7 E,M7 AF,M7 A/E,M10 UT,M10 E,M10 AF,M10 A/E,M11 UT,M11 E,M11 AF,M11 A/E,M15 UT,M15 E,M15 AF,M15 A/E
20,100.3483,98.659635,101.4152,98.96756,100.5987,88.85031,100.25515,83.0757,100.70815,89.1872,100.2973,98.44833,100.0881,83.246905,100.001075,86.33108,100.09597,91.117035,100.15085,95.07076,100.22165,91.94535,100.027275,96.397945,100.3347,89.457865,100.41735,97.90008,100.140175,88.772285,100.19286,95.59618,100.43885,90.2782,100.1605,90.398985,100.25055,87.075895,100.1563,89.49482
22,100.5287,98.680585,101.08465,99.124725,100.33762,89.538245,100.16575,84.252165,100.76115,91.35631,100.10985,98.482115,100.1073,84.03228,100.16955,88.024515,99.91013,92.949275,100.10911,96.70979,100.2903,92.496445,100.08555,97.00798,100.42195,91.679915,100.4299,98.09214,100.073655,90.421345,100.079905,95.54532,100.3151,91.736955,100.1935,91.98417,100.3257,88.268835,100.2473,90.5043
24,100.4185,99.104675,101.08145,99.031005,100.55075,90.53222,100.03454,85.26616,100.5426,94.05715,100.15595,99.13971,100.10445,85.939275,100.08665,89.42472,99.960485,94.338605,100.26535,97.650515,100.2487,93.470615,100.4078,97.664475,100.2523,94.089875,100.1902,98.360005,99.98147,93.177905,100.28485,96.68334,100.04544,94.829565,100.111985,93.90302,100.35745,89.804445,100.1831,91.759855
26,100.28195,99.139225,100.87085,98.90561,100.5144,91.13636,100.0556,85.57404,100.5822,95.44833,100.2003,99.19185,100.154515,87.47127,100.062405,90.811035,100.069,95.202785,100.1988,98.35155,100.1301,94.07113,100.4145,98.480075,100.3082,95.529725,100.14475,99.347195,100.051575,93.7877,100.23115,97.44291,100.1275,94.45797,100.02841,94.93986,100.24495,91.618225,100.1462,93.21642
28,100.2857,99.62979,101.13665,98.78218,100.5553,91.269415,99.996245,86.39187,100.4768,96.19525,100.05429,99.355285,100.02826,88.62308,100.1083,92.019245,99.81319,95.47284,100.2951,98.33343,100.3432,94.03968,100.1618,98.555175,100.24695,96.578465,100.02575,99.30863,99.90768,94.94926,100.2949,98.309745,100.11765,95.40728,99.925465,95.729375,100.266,91.52702,99.818555,93.52855
30,100.30135,99.14889,100.96175,99.347625,100.47265,91.153185,99.96824,86.906105,100.36295,96.59817,100.097625,99.14843,100.082635,89.876015,100.2229,93.35472,99.82475,95.857525,100.11815,99.34899,100.29715,94.69103,100.1038,98.572695,100.23255,97.22106,99.894775,99.87856,99.97832,95.94675,100.32615,97.910135,100.03995,96.061425,100.03315,96.940675,100.16975,93.073475,99.773705,94.098615
32,100.1343,99.67612,100.8237,99.732725,100.31415,91.59319,100.0839,87.73077,100.32475,97.10091,100.07768,99.70908,99.942435,90.36752,100.18425,93.826835,100.02029,96.32999,100.0653,99.44588,100.18325,95.466595,100.20965,99.092685,100.15385,97.445785,100.00315,99.55982,99.999635,96.49944,100.1798,98.74979,100.00835,96.226425,99.970435,97.74403,100.2814,93.5005,99.949425,95.31211
34,100.3018,99.504775,100.80135,99.569055,100.2405,91.771375,100.061205,87.60459,100.33455,97.4232,100.10765,99.884355,99.915455,89.67463,100.01121,94.635255,100.00762,96.076085,100.03665,99.549465,100.16055,95.648985,100.1598,99.076675,100.1015,97.87107,100.0637,99.638085,100.0323,96.831705,100.1591,98.453245,100.082,96.765895,100.06985,98.01284,100.33805,93.041785,100.05244,95.6953
36,100.16045,99.325885,100.465,99.735545,100.31975,90.850045,100.1455,87.4226,100.37995,97.702185,100.052785,100.1357,100.04825,89.16337,100.01766,95.159615,100.09585,96.27607,100.10125,99.48322,100.1336,95.235605,100.18365,99.40994,100.06935,98.05627,100.08472,99.767715,100.029945,97.122235,100.1701,98.59952,100.042785,96.88947,99.885595,98.057785,100.18375,93.51832,99.979305,95.69321
38,100.18465,99.192695,100.40755,99.588055,100.2562,91.090655,100.2338,87.462505,100.34255,98.58005,100.05415,100.028555,100.04805,89.403645,100.032615,95.59773,100.14655,96.42734,100.14575,99.69908,99.97429,95.29112,100.095595,99.389855,100.09965,98.517165,100.032735,99.762855,99.968085,97.568635,100.1279,98.670715,99.98809,97.505815,99.91901,98.57352,100.070395,93.951495,99.913545,95.749225
40,100.07965,99.372245,100.37905,99.98225,100.04895,90.60574,99.97831,87.400715,100.38075,98.74954,100.1447,99.934795,99.986795,89.43942,100.02135,95.40777,100.0757,96.150045,100.14325,99.898245,100.09115,95.4092,100.01673,99.010915,100.07295,98.20595,100.02717,99.832975,99.951235,97.918195,100.11355,98.970235,100.064,97.41948,99.955015,99.07208,100.08929,93.289865,99.97089,96.51958
42,100.09055,98.67738,100.25615,99.86687,100.14895,89.78727,100.04515,87.539065,100.34745,98.772795,99.9641,100.011715,100.0372,90.197845,100.00068,95.56621,100.11255,96.30838,100.12405,99.832695,99.978395,95.94441,100.0732,99.056575,100.06395,98.28079,100.068535,99.740365,100.00923,98.37347,100.04975,99.02341,100.041395,97.713765,99.98499,99.315545,100.07973,94.116695,99.966915,96.428855
44,100.05473,99.62314,100.03922,100.130805,100.1732,90.376165,99.97601,88.012895,100.2599,98.601065,99.978985,100.15468,100.0085,90.581235,100.01825,95.50799,100.0395,96.612595,100.03225,99.615215,100.01781,96.18598,100.054295,99.514705,99.988055,98.658815,100.083945,99.89255,100.003925,97.893365,100.09355,98.326305,100.0103,98.22483,99.989255,99.0407,100.121895,94.00496,100.0259,96.984325
46,100.03335,99.733765,100.0648,99.668285,100.10285,90.159845,100.00997,87.52163,100.1725,98.74004,99.936745,100.4557,100.0201,90.312925,100.01214,95.08526,100.11895,96.589305,100.01025,99.983205,100.009525,95.85355,100.04733,99.2094,100.0381,99.01838,99.988035,99.737855,99.992855,98.138545,100.0468,98.028085,99.84896,97.94728,100.007885,99.372155,100.09175,94.19653,99.965215,97.087075
