Elapsed,PC9 UT,PC9 E,PC9 AF,PC9 A/E,KO UT,KO E,KO AF,KO A/E,KIN UT,KIN E,KIN AF,KIN A/E,KD UT,KD E,KD AF,KD A/E,M4 UT,M4 E,M4 AF,M4 A/E,M5 UT,M5 E,M5 AF,M5 A/E,M7 UT,M7 E,M7 AF,M7 A/E,M10 UT,M10 E,M10 AF,M10 A/E,M11 UT,M11 E,M11 AF,M11 A/E,M15 UT,M15 E,M15 AF,M15 A/E
20,99.77271,83.183425,97.758665,85.78949,98.628935,68.291355,99.44728,48.32344,93.92492,79.188555,95.01986,88.47882,99.16143,66.185685,99.60735,62.144565,99.43283,65.82274,97.250635,83.309055,93.05066,71.50158,97.55786,78.001105,86.31782,60.824915,98.47609,80.944735,78.3358,48.16938,87.36083,73.54458,90.38222,61.776865,95.411995,74.6225,85.215335,47.924115,91.11748,60.80563
22,99.89234,87.14261,98.706865,89.67141,99.078875,70.000855,100.239105,53.065945,97.128065,83.816175,98.143845,93.18459,99.92906,68.52897,99.482725,63.7844,99.862825,68.675745,98.92235,88.013565,95.06571,76.454205,98.791245,81.69962,94.05705,65.26325,99.44714,86.78702,85.02624,51.744145,92.22404,79.53673,93.44303,63.933475,98.597905,77.07837,90.376765,50.059905,94.19297,65.19077
24,100.09447,89.719175,99.425985,94.584855,99.78917,71.028005,100.476145,54.87076,98.34455,88.217275,100.32619,96.111215,100.17903,70.341855,100.237205,66.54936,100.293445,71.35023,99.673195,91.60567,98.238205,80.389125,100.65387,85.836235,97.09496,70.084105,100.309195,87.08531,89.732365,55.231305,96.444435,82.72917,96.333115,67.582365,100.207615,79.76989,93.93643,52.03107,98.36381,66.557255
26,100.3142,91.88427,99.914235,96.894785,100.01575,72.22294,100.30665,55.09454,99.233165,90.637135,100.6371,96.9111,100.4069,71.828285,100.26884,67.89912,100.4933,74.992025,99.702685,93.00631,99.60263,84.16602,100.19007,87.03863,98.364135,71.71998,100.23085,90.465235,93.438545,58.595075,99.166575,85.619835,97.818565,71.445535,100.44715,82.22714,97.60456,54.672335,98.72726,70.189835
30,100.2259,94.623325,100.1617,99.94098,99.67123,74.45596,100.2427,57.991115,100.059385,93.85102,100.9387,98.381115,100.37545,75.4334,100.4203,70.673215,100.49395,78.686945,99.93789,95.370485,100.183105,87.727145,100.257,89.396765,99.80903,77.10507,100.3486,92.22963,96.85151,62.541,99.902375,88.38611,98.92171,74.657455,100.7624,84.026165,99.11045,58.773415,99.98005,74.28996
32,100.31865,95.632585,100.09181,100.125155,99.727385,75.041665,100.095545,58.697195,100.1979,95.02605,100.71585,98.898075,100.42215,78.261625,100.3598,71.344,100.37605,80.396845,100.20895,95.4987,99.99215,88.95858,100.2356,91.73192,99.82468,80.64425,100.48365,93.265085,98.68842,66.11785,99.758405,91.151535,99.96887,78.12915,100.3514,85.15993,99.61218,61.675085,99.74282,77.310925
34,100.0746,96.659185,100.487985,100.33625,99.98968,75.141755,100.54675,60.74626,100.12329,95.76616,100.8406,98.92001,100.2864,79.13167,99.990895,73.086295,100.2613,83.305455,100.04348,96.45594,99.997425,91.38125,100.379,92.809535,99.81882,82.537735,100.35895,94.54274,99.709825,69.470065,100.01215,92.74973,99.95566,80.489605,100.44045,85.90298,100.09511,64.492335,100.06787,78.12616
36,99.757695,97.07438,100.46035,100.14858,99.590255,76.0528,100.23625,61.492385,100.088485,96.645925,100.7706,99.141165,100.4055,80.420905,99.956875,74.22103,100.3057,84.07021,100.05654,96.95205,100.01374,93.244165,99.97891,93.615835,99.919225,85.343605,100.7062,96.323305,99.59635,71.40444,99.76246,94.48148,100.04393,83.799225,100.5258,86.887915,100.52525,65.76821,99.959035,78.940835
38,100.005425,97.75949,100.54665,100.44255,99.85205,75.88386,100.06962,64.136085,100.011365,97.212025,100.67095,99.778485,100.17835,82.033805,100.00919,75.85874,99.94476,86.233735,99.99037,97.557335,100.31825,94.972035,100.288,94.80438,100.20815,88.060935,100.48795,97.01582,100.010845,74.392635,99.89478,94.820175,99.66833,85.46795,100.22955,88.23727,100.098745,68.10501,100.06356,80.323915
40,100.20831,98.06435,100.29809,100.212555,99.87294,77.23208,99.9919,64.32976,99.74135,97.898045,100.4483,99.652215,100.10665,82.28869,100.036765,76.90298,99.993855,89.153095,99.834105,98.089875,100.1806,95.64296,100.13319,95.794505,100.00605,90.178395,100.3858,97.37318,99.745495,76.65516,99.90987,96.820345,99.976925,87.691215,100.065675,90.351025,100.005815,69.555015,100.09485,81.945125
42,100.24065,98.54672,100.10436,100.3051,100.162145,77.23247,99.7507,64.575825,99.819075,98.087935,100.3969,99.519275,100.2157,82.61023,100.1314,77.850905,99.829875,90.118225,99.931415,98.53981,100.25035,96.84365,100.2834,96.38628,100.013825,91.10895,100.002385,97.705695,99.936595,78.36462,100.15166,96.89467,99.92547,89.32862,100.0795,91.134405,99.97908,71.409575,99.81958,83.613425
44,100.39905,98.902445,100.225445,100.17998,99.91675,77.638235,99.77405,65.538305,99.88853,98.156485,99.962455,99.6596,100.048765,82.756285,100.05583,78.083575,100.1068,91.160875,100.195975,98.862655,100.2132,97.56517,100.29935,96.75053,100.043715,93.48118,100.015025,99.03375,100.266205,80.56041,100.142465,97.896095,99.90175,91.197795,100.09505,91.78695,99.7167,72.88572,100.01349,84.88177
46,100.2065,99.75061,100.05868,100.4679,99.98049,79.147585,100.043795,65.72197,99.705785,98.34502,99.85343,100.013885,100.14575,83.416905,100.06287,78.84543,100.080685,91.54088,100.094185,98.822705,100.178,98.056205,100.18525,96.824935,100.12555,95.33673,100.2061,98.94285,100.05913,82.742775,100.14815,98.36364,99.80343,92.90436,100.2286,92.21623,99.600445,75.353055,100.020865,86.55618
48,100.35325,99.174305,100.08845,100.3649,100.0768,78.21803,100.0845,65.88854,99.922485,98.881975,99.950155,100.00665,100.07245,83.48309,99.924055,79.63513,100.123525,92.50004,100.0914,98.577545,100.11985,97.94498,100.13851,97.344915,100.39105,96.03506,100.21825,98.89379,100.01904,84.104665,100.26035,98.06209,99.9658,93.17536,100.16995,93.08458,100.0914,76.527035,100.1244,87.16489
50,100.1832,98.86362,100.143,100.75495,100.002655,77.86762,99.9779,65.70873,99.83281,98.964665,100.050405,99.839025,100.1333,84.70836,99.91826,79.650475,99.971375,93.30885,100.15635,98.65776,100.02795,98.21368,100.143095,97.499915,100.27815,96.57061,100.28985,98.856545,100.090665,86.144995,100.2403,98.87911,99.91625,94.84824,99.944075,94.08792,100.096815,78.81879,100.22345,87.523415
52,100.1638,99.06134,100.06295,100.8561,100.073,79.51141,99.756525,65.716475,99.874615,99.003955,100.1405,99.88154,100.06265,84.778655,99.966025,80.536335,100.0334,93.80993,100.04725,99.340045,99.97757,98.686025,100.0713,98.095665,100.2288,97.593305,100.0801,99.27309,100.087665,87.91174,100.21665,98.940925,99.909445,95.172355,99.95796,95.022245,100.1976,80.29175,100.17565,88.975355
54,100.10265,97.949875,100.05659,100.65965,100.0887,78.82052,99.990795,65.69773,99.83861,99.19215,100.14435,99.91411,99.987555,84.41551,100.01331,80.763185,100.0388,94.522665,100.05745,99.8053,99.960345,98.57378,100.084,98.405345,100.07095,97.457,100.0812,98.71752,100.13133,89.9592,100.23415,99.10735,99.967945,95.503875,99.9675,94.72514,100.02382,82.37523,100.16615,88.53979
56,100.00588,98.2507,100.03345,100.98935,100.0599,78.38959,100.04973,65.35247,99.824685,99.239695,100.002965,100.19695,100.02625,85.679495,99.96693,79.93462,100.05085,95.657735,100.00275,99.769075,100.04505,98.22104,100.11755,98.313835,100.11315,98.041745,100.05525,99.02688,100.1355,91.183075,100.07072,99.39216,99.864015,95.997565,100.0223,95.43173,99.977265,83.26425,100.1356,90.096835
58,99.983465,98.193505,100.02255,101.02175,100.03765,78.776445,100.044685,65.41907,99.79896,99.288055,100.019235,100.1496,100.02785,86.2325,100.02415,82.003835,100.0533,96.07082,100.014545,99.361335,99.978785,98.66377,100.03935,98.337785,100.049725,98.03422,100.0315,99.124735,100.131225,92.18623,100.12768,99.5177,99.974705,96.6396,99.992775,95.29729,99.96067,85.38861,100.0965,90.551665
60,99.97538,97.96524,99.980735,100.91055,100.00855,78.40742,100.0197,65.17165,99.789505,99.14001,100.08385,99.956285,100.002105,87.078625,99.9848,81.67849,100.0336,96.31555,100.00571,99.327515,100.05675,99.05216,99.98996,97.792265,100.05175,98.21552,100.0409,99.1772,100.042805,93.15223,100.06657,99.52492,99.949495,96.70999,100.00883,96.66393,99.961855,86.88036,100.09355,91.2371
