Elapsed,PC9 UT,PC9 E,PC9 AF,PC9 A/E,KO UT,KO E,KO AF,KO A/E,KIN UT,KIN E,KIN AF,KIN A/E,KD UT,KD E,KD AF,KD A/E,M4 UT,M4 E,M4 AF,M4 A/E,M5 UT,M5 E,M5 AF,M5 A/E,M7 UT,M7 E,M7 AF,M7 A/E,M10 UT,M10 E,M10 AF,M10 A/E,M11 UT,M11 E,M11 AF,M11 A/E,M15 UT,M15 E,M15 AF,M15 A/E
20,0,0,0,113.52375,0,299.66055,0,309.2529,0,312.8796,0,0,0,335.36045,0,330.00525,0,490.3111,0,147.0805,0,351.65825,0,207.42495,0,490.456,0,322.20645,491.2933,491.08385,0,384.5597,0,513.5758,0,351.14525,0,526.71975,0,440.8585
22,0,0,0,0,0,347.4233,0,364.45105,0,301.4213,0,0,0,307.74125,0,299.91655,0,387.78345,0,123.2245,0,356.1736,0,200.24395,0,437.98655,0,0,214.0543,449.77805,0,237.1185,0,484.56185,0,340.6924,0,518.18365,0,414.0084
24,0,0,0,0,0,301.68205,0,313.0891,0,0,0,0,0,291.7322,0,302.8594,0,342.24845,0,80.5578,0,322.56185,0,140.6923,0,500.93005,0,169.4666,0,425.1361,0,255.93025,0,515.4259,0,301.54825,0,470.04965,0,399.26235
26,0,0,0,0,0,291.5545,0,305.13215,0,0,0,0,0,267.4182,0,265.5321,0,351.0527,0,64.82485,0,238.692,0,184.54585,0,421.0334,0,0,0,389.9081,0,259.51415,0,457.91905,0,342.34315,0,454.7334,0,347.32285
30,0,0,0,0,0,165.12745,0,284.2714,0,0,0,0,0,232.33185,0,234.80345,0,175.9204,0,0,0,87.1909,0,130.52505,0,414.9932,0,0,0,418.0239,0,208.67685,0,401.9984,0,298.1315,0,418.1794,0,292.10935
32,0,0,0,0,0,149.04325,0,296.4311,0,0,0,0,0,221.37075,0,140.8055,0,139.5213,0,0,0,70.73015,0,0,0,333.7663,0,0,0,360.82905,0,110.8665,0,367.04695,0,278.1339,0,398.9968,0,169.9744
34,0,0,0,0,0,147.43645,0,281.51475,0,0,0,0,0,189.579,0,135.84165,0,140.58915,0,0,0,67.5355,0,0,0,317.9953,0,0,0,390.17935,0,116.5671,0,354.8646,0,255.74885,0,366.47415,0,155.1099
36,0,0,0,0,0,174.93025,0,238.61585,0,0,0,0,0,169.98495,0,198.48265,0,126.70685,0,0,0,59.5585,0,0,0,262.2354,0,0,0,361.83505,0,0,0,324.53525,0,214.94025,0,405.32265,0,164.7043
38,0,0,0,0,0,157.7195,0,268.969,0,0,0,0,0,88.49625,0,117.2827,0,106.1703,0,0,0,0,0,0,0,173.2409,0,0,0,352.0867,0,0,0,274.87955,0,189.66675,0,375.10805,0,144.99975
40,0,0,0,0,0,110.00335,0,232.75555,0,0,0,0,0,68.46165,0,114.68735,0,67.261,0,0,0,0,0,0,0,0,0,0,0,331.03975,0,0,0,209.05665,0,215.19305,0,396.6337,0,124.26965
42,0,0,0,0,0,99.60705,0,242.34255,0,0,0,0,0,62.2131,0,98.40115,0,0,0,0,0,0,0,0,0,0,0,0,0,314.3114,0,0,0,140.52305,0,157.2694,0,328.11915,0,131.6141
44,0,0,0,0,0,112.83405,0,244.7327,0,0,0,0,0,0,0,123.25255,0,0,0,0,0,0,0,0,0,0,0,0,0,156.9452,0,0,0,97.3571,0,138.4587,0,371.375,0,114.05955
46,0,0,0,0,0,109.35435,0,245.0003,0,0,0,0,0,0,0,117.26265,0,0,0,0,0,0,0,0,0,0,0,0,0,166.98075,0,0,0,82.2625,0,0,0,350.2895,0,113.56345
48,0,0,0,0,0,118.55105,0,225.38565,0,0,0,0,0,0,0,105.75725,0,0,0,0,0,0,0,0,0,0,0,0,0,130.4854,0,0,0,0,0,0,0,333.00575,0,0
50,0,0,0,0,0,104.24085,0,245.43775,0,0,0,0,0,0,0,92.9465,0,0,0,0,0,0,0,0,0,0,0,0,0,116.8596,0,0,0,0,0,0,0,324.0994,0,90.3723
52,0,0,0,0,0,91.1773,0,232.79575,0,0,0,0,0,0,0,103.92085,0,0,0,0,0,0,0,0,0,0,0,0,0,117.7799,0,0,0,0,0,0,0,290.24915,0,0
54,0,0,0,0,0,109.5305,0,228.529,0,0,0,0,0,0,0,105.1294,0,0,0,0,0,0,0,0,0,0,0,0,0,96.93025,0,0,0,0,0,0,0,266.7507,0,0
56,0,0,0,0,0,103.75,0,242.3061,0,0,0,0,0,0,0,67.0304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.48085,0,0
58,0,0,0,0,0,87.19725,0,168.9636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.13365,0,0
60,0,0,0,0,0,80.55675,0,163.17945,0,0,0,0,0,0,0,101.7862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.3871,0,0
