Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
102,13.72222,53.88889,62.555555,6.888889,43.666665,41.22222,9.1111125,39.944445,42.61111,5.555556,36.166665,36.16667,9.277778,48.11111,48.83333,5.5555555,40.333335,37.944445,9.666667,44.333335,42.777775,7.555556,37.5,33.444445,6.9444445,31.333335,38.388885,6.6666665,23.72222,25.555555
105,20.5,60.61111,66.055555,8.111111,44.27778,42.722225,12.500001,39.777775,44.11111,5.8333335,37.88889,37.22222,11.833335,48.055555,52.16667,6.2222225,43.055555,40.22222,12,46.61111,45.61111,10.88889,38.38889,36.555555,9.1666665,33.61111,40.055555,8.1666665,25.72222,27.38889
108,31.88889,68.5,70.27778,8.388889,45.777775,44.277775,17.944445,42.833335,44.5,6.7777775,38.444445,39.055555,17.88889,48.666665,52.88889,7.4444445,45.333335,41.833335,18.27778,49.944445,47.111115,14.055555,40.333335,37.166665,11.88889,34.22222,42.222225,11.05556,25.55556,28.555555
111,49.611115,76.77778,73.27778,10.1666675,47.77778,44.55556,26.38889,44.38889,44.944445,9.0000025,39.5,39.5,24.555555,52.444445,53.055555,8.0555535,46.33333,42.33333,26.444445,51.833335,48.61111,19.66667,42.11111,39.166665,18.5,35.88889,44.944445,16.22222,27.277775,29.38889
114,68.22222,82.277775,76.94445,11.1666675,48.5,46.5,37.777775,45.944445,46.444445,10.222224,41.66667,41.333335,34.72222,53.72222,54.38889,10.888889,47.277775,43.722225,39.277775,54.166665,50.88889,28.83333,42.277775,41.888885,28.83333,36.61111,46.61111,25.055555,28.944445,30.333335
117,92.83332,91.88887,83.111115,14.611109,48.61111,48.777775,54.5,49.055555,50.5,15.166666,44.666665,44.833335,50.22222,57.722225,59.22222,14.22222,49,47.5,59.38889,57.833335,54.444445,41.444445,46,43.72222,43.77778,39.555555,48.388885,38.222225,32.777775,32.166665
120,116.83331,95.94443,83.66667,16.0555565,48.722225,50.444445,73,50.555555,50.83333,18.88889,45.11111,45.166665,66.555555,58.722225,59.72222,18.055555,49.333335,46.5,76.5,60.833335,55.72222,53.666665,46.944445,43.88889,60,41,49.555555,51.611115,31.833335,32.888885
123,140,101.50002,84.11111,20.11111,49.055555,50.38889,93.77778,53.11111,52.055555,25.66667,44.777775,45.333335,85.222225,60.61111,60.777775,23.444445,50,46.88889,97.000005,64.777775,56.444445,71.666665,48.944445,45,82.16667,42.11111,50.61111,72.38889,32.944445,34.833335
126,166.66665,106.94443,86.16667,24.388885,49.944445,51.333335,120.27778,56.055555,54.27778,33.611115,45.666665,46.5,106.27779,62.055555,62.222225,27.88889,49.444445,47.333335,121.66665,68.88889,58.555555,92.22222,49.222225,46.333335,104.6111,43.222225,54,99.05558,34.33333,35.611115
129,191.05555,108.94443,88.72222,30.5,51.38889,51.222225,147.55555,58,56.16667,42.888885,46.888885,47.444445,128.5,64.38889,63.944445,36.77778,50.22222,49.944445,150.38885,69.38889,60.5,117.7222,51.555555,48.166665,133.1667,46,54.5,122.16665,35.833335,36.444445
132,210.55555,113.2778,91.5,34.555555,51.166665,52.222225,174.8889,60.22222,58.444445,53.222225,46.555555,48.11111,151.27775,64.11111,67.22222,44.38889,50.88889,50.055555,182.1111,71.66667,61.38889,140.3333,52.777775,49.22222,160.6111,47.444445,54.77778,147.8889,37.05556,38
135,230.2222,118.05555,93.88889,42.22222,53.222225,52.555555,201.1111,60.833335,59.555555,64.222225,47.38889,47.666665,175.22225,65.5,69.444445,55.333335,52.222225,50.833335,203.16665,74.94444,62.055555,166.2778,54.38889,49.88889,192.27775,48.5,55.833335,172.3333,38.944445,38.277775
