Elapsed,PC9-UT,PC9-A/E,PC9-E,AXL KO-UT,AXL KO-A/E,AXL KO-E,Kin-UT,Kin-A/E,Kin-E,Kdead-UT,Kdead-A/E,Kdead-E,M4-UT,M4-A/E,M4-E,M5-UT,M5-A/E,M5-E,M7-UT,M7-A/E,M7-E,M10-UT,M10-A/E,M10-E,M11-UT,M11-A/E,M11-E,M15-UT,M15-A/E,M15-E
30,0.0916605,0.3338545,0.1723395,0.2110945,0.2153495,0.1495845,0.421035,0.1884765,0.2318825,0.132082,0.1802955,0.209121,0.09892,0.2668065,0.210453,0.2059185,0.160996,0.2386635,0.194548,0.347322,0.3514735,0.23262,0.3055885,0.3561855,0.1758565,0.2520485,0.2212015,0.278689,1.2978315,0.379726
33,0.0901645,0.344003,0.1918025,0.2226015,0.235283,0.2001685,0.4086195,0.2228,0.2742295,0.13859,0.2154175,0.2260645,0.093511,0.2845825,0.2249235,0.2191185,0.1828225,0.275541,0.2063005,0.375068,0.372521,0.2402275,0.3163855,0.3924215,0.173705,0.252363,0.248279,0.280663,1.3010475,0.3962865
36,0.0857055,0.3303035,0.192629,0.222424,0.2537015,0.224514,0.410286,0.2263095,0.295885,0.134308,0.209469,0.2395585,0.100128,0.2985755,0.2543845,0.213287,0.2034935,0.287471,0.2039785,0.3900855,0.4023165,0.240535,0.3404245,0.401265,0.171103,0.267428,0.250608,0.293153,1.3068045,0.4430655
39,0.085029,0.352792,0.2148165,0.2237075,0.2756775,0.265174,0.403901,0.2538445,0.336402,0.137231,0.2628665,0.260708,0.098141,0.3596075,0.313067,0.229752,0.2234005,0.328849,0.21106,0.4162615,0.4474565,0.256672,0.3712985,0.4632255,0.1754055,0.2926135,0.296479,0.333807,1.335808,0.5253975
42,0.0987215,0.3602765,0.208199,0.254343,0.3047765,0.2964445,0.407568,0.269866,0.394791,0.1419565,0.3100345,0.3271075,0.1156375,0.404181,0.3530445,0.217323,0.255272,0.3709165,0.20613,0.438941,0.5103255,0.2405075,0.3896215,0.4986205,0.18524,0.333404,0.2924425,0.3738525,1.3481615,0.6071145
45,0.103031,0.375464,0.24957,0.275145,0.370479,0.344406,0.3914375,0.2770705,0.452353,0.1400855,0.352717,0.392817,0.1223845,0.457284,0.448283,0.2211405,0.276859,0.4218205,0.233057,0.4452105,0.5543115,0.2564195,0.400862,0.6026005,0.184181,0.3743715,0.334305,0.3771785,1.3717495,0.698686
48,0.094235,0.3848815,0.2784365,0.2685955,0.4312175,0.3920385,0.3878665,0.2877375,0.521703,0.1334405,0.3921755,0.4342015,0.1224935,0.516035,0.4962095,0.220608,0.307474,0.4553785,0.22939,0.512552,0.642544,0.268473,0.436011,0.6390405,0.182788,0.40541,0.381228,0.385059,1.406421,0.7978515
51,0.0872485,0.425283,0.3314575,0.270549,0.547046,0.4669745,0.385674,0.3258305,0.6007635,0.1500835,0.4730795,0.518452,0.13187,0.59416,0.569302,0.234143,0.3727055,0.509199,0.231876,0.6185465,0.68177,0.291835,0.4589025,0.7436355,0.1916245,0.452039,0.458397,0.3920795,1.445647,0.946255
54,0.0917625,0.4444315,0.354294,0.275773,0.6146405,0.5266405,0.3774995,0.3547515,0.7026535,0.149776,0.512593,0.609416,0.14055,0.6664525,0.6490655,0.23206,0.439713,0.580522,0.2574985,0.705331,0.7686915,0.2733765,0.513235,0.8204765,0.1954835,0.499993,0.502363,0.41676,1.4904115,1.03125
57,0.0917495,0.509124,0.408934,0.2681315,0.7264735,0.6358515,0.39587,0.4435845,0.8165905,0.1769015,0.5879725,0.755211,0.150329,0.765755,0.7910155,0.246647,0.5181995,0.691352,0.271587,0.7962265,0.9050005,0.2921425,0.60538,0.93358,0.2023875,0.588123,0.599637,0.439112,1.570777,1.220799
60,0.098093,0.5430645,0.457011,0.2700775,0.8209475,0.7069495,0.393657,0.4685455,0.9435095,0.174702,0.6701335,0.841107,0.1616175,0.861581,0.8933295,0.2586115,0.5741025,0.7839545,0.2826155,0.9170125,0.9725265,0.271382,0.6804795,1.076042,0.2114635,0.6593915,0.681504,0.4605145,1.6282575,1.39895
63,0.09851,0.6123525,0.5289215,0.267025,0.9618595,0.800515,0.407076,0.5863745,1.08955,0.201527,0.788605,0.9831255,0.1928745,1.00476,1.018145,0.2656525,0.6829655,0.945231,0.2877175,1.0412475,1.1759655,0.277822,0.735167,1.233494,0.220464,0.742324,0.7768655,0.5029575,1.7806695,1.603707
66,0.1018495,0.6563185,0.590035,0.2864605,1.0445325,0.8854625,0.4193895,0.655301,1.192868,0.1890365,0.851433,1.106302,0.1965215,1.122856,1.1579435,0.2808405,0.7793175,1.045673,0.301519,1.142018,1.3158465,0.2813525,0.8458535,1.4389065,0.2404935,0.8310345,0.8672215,0.555227,1.876352,1.811052
69,0.1170165,0.7661375,0.6775705,0.3116735,1.1684195,0.987093,0.4392075,0.7830325,1.3298935,0.2160795,0.9779555,1.2492285,0.208281,1.277576,1.3128415,0.313668,0.908654,1.199041,0.3041685,1.274537,1.4860755,0.298678,0.9662165,1.624556,0.274469,0.931149,0.952763,0.668119,2.0284705,2.112359
72,0.131078,0.8309865,0.7738605,0.3264655,1.2571225,1.068496,0.439774,0.9085515,1.450359,0.207434,1.0850225,1.3310205,0.2114835,1.376031,1.452756,0.3010615,1.053786,1.3334445,0.330713,1.3676795,1.6088285,0.314583,1.0837045,1.7613705,0.314979,1.027501,1.0443415,0.7133615,2.1077565,2.3335815
75,0.1468465,0.926423,0.901504,0.354629,1.408811,1.177803,0.4582265,1.035962,1.607538,0.2435735,1.214844,1.484764,0.256822,1.535409,1.647912,0.3422065,1.192663,1.516663,0.358699,1.523253,1.821398,0.3461475,1.172312,1.9819915,0.3295385,1.1396825,1.164998,0.736608,2.27356,2.5893175
78,0.1793185,1.0322605,1.0172025,0.3480185,1.506064,1.301,0.4513565,1.1851645,1.7107395,0.2453085,1.326773,1.59892,0.265932,1.6314875,1.7103915,0.379357,1.3006035,1.6470855,0.3437705,1.6158965,1.9466105,0.354349,1.3134695,2.1566665,0.349609,1.265946,1.2327495,0.7905375,2.402651,2.801751
81,0.2164145,1.163557,1.2308235,0.3762905,1.61757,1.411324,0.4958205,1.34866,1.884595,0.3012185,1.4307805,1.7387185,0.3393385,1.8268415,1.860447,0.3963815,1.463628,1.8094405,0.382498,1.782554,2.14561,0.3953645,1.4892985,2.3350975,0.3448905,1.4216905,1.337467,0.868717,2.584326,3.056347
84,0.2560305,1.260913,1.3790495,0.388064,1.672469,1.4856245,0.5199,1.4440765,2.011268,0.2606805,1.5050265,1.855988,0.35004,1.945749,1.951964,0.4017085,1.543372,1.898984,0.4077455,1.926949,2.3067565,0.4218955,1.589236,2.5055385,0.386309,1.521327,1.430732,0.9377805,2.69618,3.1526715
87,0.280799,1.4401635,1.594139,0.422633,1.7743525,1.5574055,0.583151,1.66941,2.244065,0.298466,1.624071,1.9439195,0.422162,2.0713985,2.1023685,0.449103,1.726289,2.061441,0.441201,2.086668,2.5407085,0.4573385,1.76176,2.6635295,0.393247,1.71972,1.5614345,1.0983185,2.8230915,3.425016
90,0.3190905,1.539964,1.8146165,0.4320845,1.8147125,1.6142645,0.58126,1.8240685,2.38902,0.3255235,1.7282765,2.0396835,0.4918465,2.1935025,2.2160725,0.463157,1.7936175,2.187493,0.467883,2.2360755,2.653949,0.4785085,1.9069325,2.8040045,0.425925,1.8514735,1.676901,1.197976,3.0209655,3.5226455
93,0.399182,1.8265545,2.06672,0.5242295,1.930261,1.7260845,0.643623,1.975224,2.5876105,0.369407,1.879692,2.177543,0.5233965,2.3525185,2.352443,0.553199,1.932815,2.4062635,0.507942,2.3673995,2.9095415,0.5264765,2.1080295,2.968033,0.5088845,2.022563,1.763221,1.335234,3.1590225,3.7425425
96,0.4987915,2.0441705,2.3008155,0.51878,2.009342,1.779208,0.7711225,2.046445,2.678588,0.3591975,1.975579,2.225115,0.602908,2.481944,2.4871475,0.60243,2.076179,2.549627,0.562179,2.4735845,3.020904,0.5607725,2.2199315,3.1114305,0.51303,2.0939615,1.8400895,1.474794,3.2672705,3.922421
99,0.598701,2.4553105,2.628961,0.5639955,2.1034335,1.855052,0.8620725,2.2788325,2.945176,0.4161795,2.139355,2.3135105,0.705727,2.669198,2.684796,0.662813,2.215916,2.7254425,0.648881,2.6431585,3.2976465,0.6599105,2.449601,3.33268,0.5472025,2.2594035,1.9288885,1.711156,3.4286155,4.112844
102,0.668618,2.683935,2.9002815,0.5752565,2.1396415,1.8511865,0.8757715,2.346577,3.0207125,0.4290865,2.164684,2.3039225,0.733057,2.748996,2.729335,0.709824,2.3574285,2.787744,0.7202185,2.7352425,3.381283,0.7306735,2.5508905,3.429722,0.595737,2.3246215,1.968907,1.896648,3.5405715,4.2330565
105,0.731787,3.063647,3.2694495,0.628572,2.2468585,1.9244905,0.936728,2.486683,3.2355905,0.481131,2.2971005,2.4058265,0.8731355,2.8852775,2.858883,0.8079585,2.5464105,2.9317365,0.79596,2.9438375,3.620636,0.7699955,2.774284,3.600258,0.6216265,2.4677255,2.0933405,2.1463,3.6852125,4.43569
108,0.8594775,3.3828805,3.497876,0.6493185,2.2528,1.913776,1.0144505,2.566085,3.3354665,0.475388,2.2861055,2.3832355,0.963792,2.9241285,2.875478,0.8292925,2.6098395,2.973933,0.8603175,3.029297,3.678984,0.8260895,2.8831335,3.695674,0.753312,2.590643,2.147693,2.3692295,3.7914525,4.502923
111,0.969877,3.855749,3.8436955,0.7587755,2.3365045,2.022181,1.1141005,2.7604625,3.5482475,0.5160005,2.4312035,2.505238,1.088717,3.046472,2.9945295,0.9603025,2.823816,3.1170915,1.023547,3.257266,3.868273,0.9573865,3.084442,3.798405,0.817014,2.749665,2.267838,2.6726055,3.922319,4.669669
114,1.160484,4.22562,4.0545645,0.8423635,2.3519515,2.035136,1.226583,2.8448835,3.610611,0.537451,2.43078,2.545038,1.1341445,3.058792,2.9973635,1.062541,2.9051095,3.1394095,1.117802,3.341312,3.924327,1.064112,3.2262075,3.890509,0.8771375,2.8594975,2.336962,3.071603,3.979383,4.716715
117,1.335808,4.729062,4.4241355,0.954368,2.440641,2.1349635,1.451315,2.973701,3.876297,0.590868,2.575714,2.6095045,1.277658,3.178629,3.1087395,1.2483,3.0960995,3.2972575,1.34024,3.5311885,4.100866,1.233637,3.4711945,4.0231985,0.9366805,3.0455295,2.472711,3.6406935,4.107893,4.9174765
120,1.6538735,5.0976765,4.7317185,1.0174005,2.435854,2.167559,1.6491065,3.0089055,3.891465,0.664172,2.624863,2.593081,1.4535145,3.210862,3.0630395,1.375451,3.188087,3.3196705,1.5623565,3.6269735,4.140775,1.429947,3.611041,4.022065,1.0532945,3.102129,2.5155705,4.088321,4.250847,4.956109
123,2.055944,5.626345,5.081908,1.114094,2.459585,2.2109445,2.0160555,3.201602,4.0771755,0.759581,2.7147485,2.6991915,1.70781,3.3778615,3.198017,1.634144,3.3036495,3.454791,1.8915195,3.770712,4.3348105,1.6945475,3.8224845,4.304626,1.210917,3.282568,2.651046,4.8801285,4.3507155,5.1707415
126,2.488042,5.9963465,5.2940955,1.2279765,2.436373,2.1776045,2.233952,3.2829435,4.1226305,0.822819,2.7196785,2.686653,1.950093,3.4625015,3.210951,1.792791,3.3832565,3.438135,2.1398875,3.8398645,4.348872,1.965431,3.9215675,4.386281,1.378981,3.4053485,2.6927035,5.4984765,4.462761,5.266615
129,3.0111995,6.51443,5.6808345,1.46343,2.4935945,2.2507985,2.641048,3.449874,4.336122,0.961764,2.857026,2.793904,2.3894705,3.6838805,3.33072,2.1149065,3.595566,3.5331895,2.600661,4.124522,4.481165,2.410737,4.084087,4.448563,1.666562,3.5762265,2.779201,6.2618075,4.6070325,5.4253505
132,3.4971385,6.8164875,5.8477445,1.5826665,2.4606235,2.2418735,2.9471355,3.5143,4.320797,1.092466,2.8576265,2.7980495,2.7071885,3.688565,3.311503,2.4064685,3.7227585,3.6016855,2.960596,4.2357405,4.5346235,2.8238975,4.264027,4.4357035,1.9551735,3.6245625,2.768466,6.9616205,4.714372,5.5290025
135,4.067888,7.2779305,6.096379,1.818858,2.519729,2.206396,3.464864,3.705317,4.50687,1.392428,2.9715495,2.903033,3.201486,3.8606445,3.454607,2.8612255,3.988349,3.7313765,3.577367,4.5387345,4.6996285,3.4156195,4.464646,4.6203835,2.423227,3.825291,2.912444,8.006057,4.928424,5.68666
