Elapsed,PC9 UT,PC9 A/E,PC9 E,KO UT,KO A/E,KO E,KIN UT,KIN A/E,KIN E,KD UT,KD A/E,KD E,M4 UT,M4 A/E,M4 E,M5 UT,M5 A/E,M5 E,M7 UT,M7 A/E,M7 E,M10 UT,M10 A/E,M10 E,M11 UT,M11 A/E,M11 E,M15 UT,M15 A/E,M15 E
57,0.09996676,0.21870975,0.17144855,0.1385057,0.5954717,0.4769373,0.08305713,0.2904154,0.2557539,0.14806265,0.30375495,0.1799508,0.11689915,0.2603825,0.3087022,0.1522929,0.31018945,0.3039257,0.077969445,0.2084661,0.20623525,0.16160705,0.25405045,0.2669271,0.070457425,0.19815035,0.24798005,0.14124495,0.25452085,0.22174115
60,0.097466545,0.2692793,0.2081057,0.1434606,0.69341245,0.5331181,0.088224485,0.3347894,0.28301725,0.18510675,0.33679265,0.2014549,0.122616655,0.30124335,0.34601575,0.1332435,0.31116075,0.33700505,0.07850818,0.24072225,0.23426495,0.16021089,0.30892605,0.293534,0.07509742,0.2245752,0.2677845,0.16305255,0.2803994,0.2437612
63,0.1017461,0.2990694,0.25368995,0.1480968,0.78599625,0.57993925,0.105274485,0.34181205,0.31836925,0.1961092,0.4032095,0.25040065,0.12469955,0.380829,0.39647145,0.15042245,0.34118605,0.3873356,0.0744259,0.28160965,0.25656575,0.1915603,0.3548215,0.32368835,0.11991534,0.26655525,0.3034476,0.15890575,0.3168782,0.27496265
66,0.10384038,0.32688665,0.30016585,0.19277435,0.8660599,0.65336355,0.1164856,0.3942975,0.36751225,0.2259183,0.4435202,0.2826302,0.11770728,0.43622065,0.4584418,0.15456925,0.4041846,0.4790088,0.085075505,0.33577205,0.28782035,0.2113002,0.38494545,0.37173495,0.09124067,0.3125076,0.33639045,0.15741475,0.3718677,0.32553595
69,0.130845695,0.33968745,0.3988161,0.22679845,0.8951443,0.7569801,0.1248968,0.46368885,0.3685594,0.2207775,0.48870615,0.34281365,0.13554259,0.4921093,0.53329645,0.1994517,0.45822175,0.54702675,0.1301628,0.3588886,0.3386972,0.26116785,0.4391458,0.4374651,0.10891667,0.3851731,0.3793797,0.1684741,0.39396365,0.3593894
72,0.1378759,0.38477095,0.46812015,0.23370345,1.122762,0.837666,0.142311,0.577348,0.4365811,0.20970295,0.5211786,0.3704943,0.148134745,0.6040915,0.5911011,0.17545875,0.5290434,0.6138078,0.1240166,0.4085666,0.41098335,0.27928775,0.4931223,0.51680035,0.10849178,0.45509935,0.4324912,0.1887224,0.43941895,0.4276236
74.51666667,0.1516176,0.39192255,0.5172329,0.2404301,1.1707065,0.92641405,0.1503049,0.6203448,0.4726122,0.212924,0.54800175,0.4110554,0.1681402,0.6388403,0.60900085,0.1937532,0.56107195,0.6517777,0.1560072,0.45065285,0.43327275,0.3110583,0.53715105,0.5923265,0.10729665,0.5064315,0.49231035,0.2333696,0.49573635,0.44875205
77.51666667,0.1633333,0.4318766,0.63302035,0.257704,1.194654,1.0135268,0.1796283,0.66912735,0.5125359,0.24554435,0.63467835,0.4627935,0.165359265,0.7114183,0.68019055,0.25338265,0.627614,0.7361703,0.19168925,0.482135,0.5143229,0.3001241,0.6254287,0.67059185,0.1447543,0.56497215,0.5635494,0.221578,0.53705245,0.49466265
80.51666667,0.1811004,0.5239292,0.7266171,0.26830805,1.2496395,1.094482,0.22159695,0.75122845,0.60036585,0.2288548,0.67110405,0.51477435,0.1890904,0.76846815,0.76820255,0.2987659,0.71514035,0.7637371,0.1974712,0.5333116,0.5483356,0.3182516,0.66464295,0.7598331,0.13793285,0.67178315,0.64070315,0.26757965,0.5587538,0.55446665
83.51666667,0.2179396,0.61765485,0.90928055,0.32826765,1.4073465,1.1930035,0.23615055,0.8297518,0.66394105,0.25692245,0.7365307,0.5770862,0.22680225,0.86215995,0.8468248,0.35147525,0.8214544,0.8869987,0.2416669,0.58476135,0.63112345,0.36077795,0.7084441,0.83873585,0.1635761,0.74168665,0.7335221,0.3066763,0.62761405,0.60676625
86.51666667,0.2467698,0.68401865,1.0249847,0.40165015,1.5396945,1.268913,0.27835825,0.909531,0.77074075,0.25082175,0.73440985,0.6591683,0.27240935,0.909527,0.89699965,0.32675765,0.91820395,0.9453533,0.2151624,0.6178256,0.6972633,0.38599635,0.76294015,0.8879205,0.2022782,0.8023026,0.78589015,0.3240981,0.6600485,0.6762486
89.51666667,0.2410637,0.79218035,1.195401,0.434741,1.6095105,1.381813,0.34482825,1.0097935,0.8466083,0.2828427,0.82088915,0.7419219,0.3179936,1.0311078,0.9621417,0.4204644,1.00801435,1.1245,0.2531816,0.70252175,0.77783165,0.3924081,0.87713425,0.9312247,0.2257741,0.9131731,0.87487705,0.31501915,0.71848285,0.7229787
92.51666667,0.3261734,0.91230815,1.3472085,0.4920372,1.632183,1.497574,0.36953065,1.079007,0.92859175,0.33106755,0.82669385,0.8234007,0.375821,1.0955787,1.00349195,0.56664905,1.0611445,1.2100685,0.2971459,0.7362196,0.8319293,0.4103497,0.9160753,1.0367574,0.2976808,1.01508645,0.9197859,0.36745155,0.7586646,0.7788939
95.51666667,0.48656255,1.077413,1.6076025,0.62463575,1.866653,1.580043,0.4255255,1.175339,1.077622,0.39428995,0.91988855,0.86733085,0.44009045,1.15203655,1.07357775,0.6464927,1.155982,1.3383155,0.36012925,0.84695735,0.94755785,0.4832315,0.9637884,1.16168825,0.51715695,1.08320655,1.0016669,0.39791695,0.8053643,0.84169515
98.51666667,0.71374805,1.2560625,1.725063,0.71021965,1.789981,1.6826735,0.52131515,1.251578,1.1300505,0.4461191,0.94870355,0.93199115,0.5516174,1.2659573,1.14990025,0.7982166,1.198133,1.394997,0.42255105,0.8634537,1.0193391,0.563151,1.04107445,1.245455,0.6987997,1.16033005,1.05145875,0.50407545,0.8268608,0.89208635
101.5166667,1.04305885,1.507074,1.8948045,0.9803109,2.0014825,1.7989845,0.7262377,1.3536625,1.249636,0.5038782,1.0238542,0.9814641,0.72991425,1.3584155,1.272779,1.0822772,1.3130895,1.5516645,0.5427206,0.94949245,1.0787716,0.7479012,1.10572365,1.3526145,0.9449891,1.2579065,1.1330894,0.6903128,0.92577295,0.98559225
104.5166667,1.3990795,1.723056,2.0844525,1.2137223,1.9943575,1.910959,0.9121485,1.376733,1.326812,0.5919091,1.01147035,1.0278528,0.9537458,1.4249125,1.3483505,1.36625795,1.36806,1.6571745,0.58696945,0.97790155,1.1199129,0.90643895,1.17245895,1.382925,1.2800519,1.348487,1.1813254,0.90183305,0.9486959,1.03603635
107.5166667,1.9328505,2.050451,2.3339275,1.563543,2.0991575,2.04204,1.2332685,1.475334,1.5084815,0.69784,1.08775945,1.11401,1.2439526,1.519503,1.442691,1.6956487,1.459149,1.7877505,0.82266085,1.07022005,1.210456,1.11052315,1.2402305,1.51009,1.6843427,1.46418,1.27143175,1.13261875,1.02316335,1.1285515
110.5166667,2.287239,2.27775,2.4555655,1.9485645,2.1013205,2.113427,1.4926835,1.5201865,1.495237,0.7730247,1.083237,1.1295195,1.4973996,1.5997415,1.5374485,2.174479,1.5264005,1.836977,1.04736135,1.1064786,1.239654,1.38405885,1.2828023,1.5303805,2.1547585,1.5200345,1.29231025,1.5039595,1.0366549,1.1085085
113.5166667,2.9112905,2.5510665,2.6543645,2.3478665,2.2058325,2.2040035,1.8560685,1.6398205,1.6428595,0.9745367,1.149187,1.208365,1.7335006,1.6996245,1.6403975,2.704623,1.6031595,1.9391215,1.426635,1.169386,1.3544135,1.7523605,1.3498792,1.6360835,2.715648,1.568764,1.3779205,1.945461,1.0846292,1.2105615
116.5166667,3.2763405,2.797358,2.7954385,2.740783,2.202497,2.276756,2.170977,1.649063,1.7007515,1.1708505,1.16124025,1.225487,2.0926285,1.773235,1.7609915,3.1917695,1.67946,2.0084635,1.739404,1.2292015,1.3497355,2.1900305,1.41175135,1.655118,3.2117675,1.6572425,1.4343405,2.3876955,1.1188091,1.212288
119.5166667,3.891666,3.0974935,3.0029825,3.277585,2.3297805,2.4075185,2.4691555,1.7689175,1.7948865,1.40268,1.2595985,1.32339,2.432885,1.7924205,1.86498,3.781444,1.7791835,2.095083,2.073018,1.3358645,1.4507305,2.538717,1.4976197,1.7359595,3.9102905,1.7639015,1.5376155,2.847909,1.2159495,1.3235155
122.5166667,4.0818455,3.249726,3.088214,3.5978435,2.333544,2.430597,2.9495295,1.8109695,1.82882,1.7362365,1.273185,1.287359,2.8274215,1.8241305,1.936864,4.290042,1.81435,2.138243,2.3412875,1.342193,1.4692145,2.9980315,1.57597595,1.703369,4.40866,1.8552295,1.5449605,3.3174895,1.235075,1.3185375
125.5166667,4.7228595,3.553902,3.289934,4.1797595,2.401524,2.5139275,3.4433655,1.9233235,1.944156,2.0587825,1.295497,1.4089055,3.199763,1.8832175,2.0167685,4.977798,1.919264,2.228008,2.788966,1.3972395,1.5413675,3.335052,1.66082,1.840695,5.0459445,1.913918,1.63471,3.9488255,1.306211,1.3969205
128.5166667,4.929584,3.7488085,3.3833335,4.490469,2.414185,2.5383875,3.868223,1.8887185,1.9567595,2.2340515,1.3159275,1.413155,3.661085,1.937953,2.096248,5.476296,1.934402,2.2856455,3.07506,1.445263,1.6027235,3.90024,1.68933155,1.767278,5.5236975,1.9331385,1.686156,4.4806805,1.303331,1.385482
131.5166667,5.388967,4.016073,3.528968,5.1139855,2.614486,2.5608285,4.3954155,2.054006,2.061313,2.701159,1.390384,1.5107125,3.970212,2.0026475,2.2233265,5.9444125,2.011119,2.394498,3.4671195,1.52928,1.6687495,4.4892315,1.78483695,1.8898535,6.242252,2.058961,1.718314,4.9751,1.382352,1.4566105
134.5166667,5.4883985,4.1303505,3.5448955,5.393702,2.4525755,2.596829,4.676964,2.06697,2.055971,2.900493,1.3742175,1.541736,4.2257345,2.073416,2.2410895,6.3735575,2.0454355,2.359946,3.7962405,1.501167,1.6194965,4.830949,1.7914265,1.8443375,6.559321,2.0465395,1.759584,5.226339,1.4177225,1.471631
137.5166667,5.8723765,4.39743,3.7650735,5.9561245,2.58064,2.690771,5.323506,2.2276015,2.1159345,3.3164995,1.447304,1.610998,4.6263455,2.1193265,2.3006735,6.890589,2.193335,2.5155435,4.1157935,1.6065515,1.710817,5.3872515,1.874776,1.93779,7.042472,2.210863,1.851701,5.666278,1.485809,1.5523815
